products_and_services,products_id
forestry equipment,8dc5c5da-baf0-4087-9087-95997fd5852a
professional assembly jigs,86263410-a2f5-49b8-aedc-20054a02dcc7
axles for trailers,ae7e0f20-70b4-45c0-b694-af314f88bb9c
groupage,742178fe-ea30-4b34-98c9-afdf8524fbd1
motor vehicle axles,d2036e8b-83e9-47cf-b37f-31c229106232
galvanized steel tank clamps,278c7670-3aeb-49bd-b644-5005faeda18a
accident prevention,54472899-1267-4020-a1f9-7fc4ea333d6a
metal hose clamps,f4c7f23b-3673-466b-a94c-65a8d5ae6cd7
hose clamps,94923c47-3d90-4b0a-9b7b-f52be7c2ec71
piping clamps,98c4835d-7a73-4ca9-ac99-be530fec1788
item fastening,dd591c25-a40f-4e8d-b705-1b3c1945ce6f
galvanized clamps,0dadd7b6-877e-44b3-9ad6-5aec1bed4e8d
steel hose clamps,fa247903-c61a-4336-80d4-227dd6a659d5
gas hoses,733baf98-4ddd-4eaa-8dff-5bb7772e0cab
garden hoses,98cf1f03-9e5f-4909-962e-0b5ba733e092
pvc hoses,64e1e4ba-d7c5-4193-94e5-c29032145007
agglomeration and emulsification machines for the food processing industry,402a7392-db2a-4db8-b26c-c13552653036
magnetic pumps,8b0e87a7-5465-43cd-9826-fd511e4ce02c
pumps for acids,a06e7208-a475-483a-a515-e43aad0e0d88
horizontal and vertical centrifugal pumps for water systems,f99cb3d7-19ef-45ce-a977-fd279193f77f
stirrers for the chemical industry,971be7ec-8c75-4584-8491-45f8d0223aba
mechanical stirrers for water systems,df7480ca-91c7-4127-8dd8-7834820405cb
micro-irrigation,e34241aa-b86f-48b0-9cc8-eef128b6e980
drip feeds for irrigation systems,382c97b2-1466-4d6c-959b-f83e7a50cad7
reverse osmosis equipment,a9cafc8e-f7ec-475f-b23b-f67c1c987852
complete water purification systems,a4996ceb-6afe-4bf6-a9a7-78a516a58b6f
water softening - systems and equipment,9dbb2c59-81bf-4a57-aeaf-dc6d63060ed3
software,9a6a82ff-96e7-40a7-b10c-39c772f2115c
planking,41579a0b-914e-461a-a593-9667f9e99042
log wood,6d2b0be1-e156-4774-bdeb-77175e6bb7ee
chestnut wood posts,4f653955-40b9-4776-831f-aedcb3976eea
tipping buckets for lift trucks and carriers,1ad9db02-efa6-4212-a8ad-89f3e91642ee
grippers for logs,b95d2683-3b05-4205-82f2-989a08d75098
chestnut wood,282fce2d-cd2f-41d4-a11a-e2612f980fca
oak logs,0e27032e-a778-4716-a2a8-96062d576afa
civic and social associations,b7d75fd4-060b-4c60-8a37-5c9f6ed40b1b
precious wood logs,4e719251-52f6-4155-8a39-46a249617c9d
telephone marketing,2fb8efed-d716-427c-a6fc-4d5d1ea29a73
social media marketing,427d43bb-1639-4834-8288-d13f13be9dab
audience ratings,5ef5ceae-d23d-49b3-bf7d-ac7e91d76ab9
coffee beans,1a7e698d-3d57-4329-9a7e-71a58af78e12
coffee blends,efb9a3fa-d1e3-451c-927e-1faa0ba865ce
chocolate bars,97ec6908-1f4e-4f9e-aedb-9e02fe8c5720
planting,30d4327f-e81a-431f-a235-e76b2220dc55
sleeve filters,b0f8730a-f66f-4bab-a3c4-d89574fd4c32
installation design,7e30ac99-baeb-4db8-9fb4-48d014afe798
industrial extraction systems,340d3fb1-c447-4eab-bf80-f2ba95d24f7b
grounds maintenance,54ac6c16-3237-4724-9c52-1aac26d94c90
measurements taken,b101e3ee-b23a-4011-a35d-c9314f26f4d9
magnetic limescale-removal treatments,147d7bea-90ff-4ffa-9ac6-ce2d9d279d89
alkalising substance,2e42a8fb-dd1b-4489-b8da-3181ed390127
anti-foaming agents for water treatment,bcf5ca16-db02-4849-9d3f-2ab849945a6c
wastewater treatment plants,3800f885-256a-4b4c-85f8-5a27981b4098
plusammina,a6ca2f6e-abbb-42a2-a286-1094f8befdb6
refrigerating units,24f8e78a-52a0-4d18-a99a-3acb85c1fc3a
industrial plant maintenance,cf5f5c0b-21ae-4317-8e05-efe32e9c5469
building and equipment inspections,bc39b7bb-5004-4923-aa1d-f395cc4e5132
electroplating - machines,19200fe3-8ded-46cc-b600-5554dab4ace1
bubblers for fumes and gases,db2dc99d-5f4a-44af-bf79-cf21f1dd2574
cooker hoods and extractor fans,4bb93f46-e9c8-41a5-a2d1-a0536b93b893
chocolate production plants,6027cf5f-c45c-4e2c-9411-9ec7eed5a56d
plants and equipment for the preparation of cocoa and production of chocolate,8821e227-68e9-4e3d-abba-d039357e079e
chocolate processing equipment,7c643b3d-efdb-4665-ab3c-1eda78fc1f2c
coltiviamo erbe aromatiche su circa 35 ettari di terreno,5e862729-774d-4b87-968e-750dc8d0881a
systems and equipment for the production of chemicals for tanning,0b802d62-721c-4310-b67c-f8c838dc7d29
electric water heater,3556d1a4-0f22-456a-9591-6d89542b02d5
wholesale industrial technical articles,3c79ed5b-1bb4-43b6-b0a5-468af2fe67f8
refrigeration systems and equipment for the beverage industry,2d7f83d1-913a-402b-9fee-461b231511c5
basil,d131f754-3248-4fe8-a782-9204218486f1
fresh basil,ab9f023a-6a2f-4fd3-9893-fb858513ab64
hydraulic transmissions,fc561c4a-71a7-4f62-a5fa-b47593e33c7b
air pollutant exhausters,126bfe16-a33e-4b5b-9038-07f6052ea2de
pumps for rotation sealants,685d784c-e80c-4042-9ae4-415ab12387cb
dished heads,5fac4f32-c1d8-42d6-bf7c-53171433efed
tank heads,36f93b92-5d93-4c8a-8105-6db33c5060e0
steel moulding,20ff5de2-a105-4e97-a033-239a994d3c7a
carbon steel heads,e7cb1089-d505-4029-bb7e-d0751f9582fc
flanged heads,247d8722-9fb4-4420-99bc-cc0568b24116
fume extraction systems,6e9cc15f-e379-4039-939b-f18e27519721
extraction systems,be1285f6-dd54-40a2-a15a-516364869eeb
air treatment,aaadb652-89e0-414a-8ffd-7af4735acd65
dust extraction system design,702b496f-455d-4ee4-8a06-cc44e0a1dbe6
wet paint coating plants,543d6a14-cd58-43a3-a341-bf1d0f84e824
voltage stabilisers,7d064243-b153-4dfd-a516-c1663022468d
inverters,7b17d1d9-4b74-4f95-8b1e-f17bd87c08da
industrial ups,65c4681a-e899-4caf-9ba4-599d079055cc
frequency converters,7fb1e411-392c-4793-9937-4328dccb3491
line conditioners,207a9338-7734-46cf-a481-9f21944861a4
emergency converters,772438c8-30c7-4ada-b23e-33c79e8dd9ba
rectifiers,b4c9583d-1ea3-4595-bfaf-ea1e60d983af
dc ups,87f6c140-b639-4f14-bdc9-f26b56caec07
dc/dc converters,d801783c-d8ad-44fd-a4a9-c94259782c99
pharmaceutical products for various systems,d0a0c4c6-f616-43b5-aded-f2c7adbe07ab
vaccines,367ed81e-ff68-4411-be47-d1b90c62b82f
medicinal plant extracts,c1e00b34-a80d-413f-aeb7-b62d68d48fa6
anti-asthmatics,29312aa8-9021-448c-b6b7-87a99fed6bc0
medical diagnostic tests,305d88f1-0bf2-4314-b621-ba45ec739b07
diagnostic pharmaceutical products,f320142b-99c8-433a-ae29-da56eea0ee05
primary pharmaceutical products,fa4c7b98-7432-4bd0-a3a0-08e6c0a262b1
resistors,6beab94c-f203-4107-bc1f-cb83429293be
mechanical flanging machine,821523f9-b33e-4061-96ec-7e09527c9ab9
hydroelectric installations,563f43de-9d61-405a-98ca-919721faf253
hydraulic turbines,7becfff0-f867-49af-9dd4-c4e430f166cf
buffalo mozzarella cheese,b256b5ec-6eff-4256-87e5-c5cb73c00874
buffalo mozzarella from campania,f0df4be1-cd69-4869-abe5-e9cc03542603
mozzarella di bufala campana,a4903a1d-d999-4727-a9f5-08f6e6e861c4
mozzarella cheese,8f3f3faf-2289-41e0-97d4-8540b63db507
air extraction system design,b8791207-be4c-4b64-b04f-e2c50c0a5272
furniture for institutional kitchens,f337627b-de72-4a11-9391-f27104a5dc65
industrial kitchens,3e979230-d277-422c-a2ee-068880e63325
turnkey projects,4b60c1be-3956-4c64-be54-65b32a7cbb65
large plants,41828818-27c7-4bd4-9acc-4d4344136973
inorganic chemistry consultants,1140aa5c-00c0-40eb-ad38-d954235a5172
household electronic air cleaners,7714f948-b3d9-434c-b0cf-6b42e9810d8d
hydroelectric power stations - installations and equipment,b5a9a782-9bbd-4452-936e-17d536763990
electromechanical equipment,94964d94-b293-49c6-b6b5-18fd470acc32
medicinal plants,3fc5acda-81d9-4bf3-87b0-b1827ed94459
exotic plants,b633b8f3-857f-4137-aa5e-a635a639bee6
d.i.y. sweet jars,5adddb5d-27e8-4482-9977-440de316fb63
custom-made sugar-coated sweets,8eeb4405-55dc-4ced-b9a4-1a0347649401
industrial ventilation systems,39737590-9159-4517-b6b9-c5fff1833a35
plants welding fumes,346d98b4-17d9-4ecb-bf8d-8e9bc679f12d
tidal power plants,8d564be2-e3df-461f-a7c2-4d5e3bc3d42b
biomass plants,b04d95f9-789f-42f1-831a-e6ea2516edad
plants and equipment for the production of acids,d9c98b21-ecd1-48dd-927c-6ef8c0cf9b75
gas generator plants,6692a741-2164-41bc-8198-5071c7b791b9
ginseng,8fd6c9b8-e3f7-4e82-8488-622cc60f6455
herbal products,1b883d2d-9d8b-4616-b099-e9b1ae05b24d
phytotherapy products,0cf00f65-58b6-4496-b3a2-4d5d74bcb341
articles for personal well-being,c288114b-2e09-41a7-9f24-b5f84cd206bb
beauty items,0e4bcf85-30dd-4dc0-927e-b035f17cb4ea
plant fibre tapes,26add077-de05-47d3-809b-5d1aa6d06e13
plant hire,e3f7b4b1-aaa9-479b-aadb-927f1c201309
fume scrubbers,a2bd5bda-0b44-4d8e-973d-afc85fc8f616
dehumidifiers for swimming pools,bcc7f909-32aa-4235-9120-36aa09432f47
dehumidification systems,87ce65db-8ebf-4d5b-a18b-76f46ee68238
"machinery and equipment, used and reconditioned",6dc5bd72-59c8-4191-9f40-132eea0ea37c
drying plants,9444e1ab-d4bd-49b2-8b36-aa84551a5670
composting plant,176c1cd7-00b9-4391-b117-dc115f85c965
sludge dryer,6f490a5a-4aec-423e-9b70-9a1f949245cd
waste dryer,7c227cf5-0a15-468b-a242-c89f20c08c58
ricotta production plant,751bdcaf-aba2-4ba2-a448-ead4288775b5
yogurt maker equipment,2177c7ca-729b-4e2d-89e2-3b0993897edc
spreadable cheese plant,fea18918-e1df-43c0-8405-da19970c5142
fresh cheese production solution,dd670728-9185-4d82-9ff8-01b2c8e674d1
ac dc conversion unit,2007dda1-6841-4f81-9e21-3db1e119adc6
dc rectifier units,cf520ac7-a469-43be-a3b4-e0096da7d241
dc dc converters for fuel cells,26cfbee8-3fc4-4652-8474-9fa9a3276f97
cataphoresis painting plants,e9b364d1-0fa9-44ca-b85d-3e799cacd167
refrigeration plants for ice-cream production,279440e9-149d-4458-a6a4-77c223ada812
refrigeration plants for wine,de1da623-f25d-4ae7-a94a-f9788748c198
advice on laying out play areas,14be8d65-4362-4fd0-9dc8-c0faa80d74db
plastic toys for outdoor play,04c16220-e8e0-4956-9323-86a976bf644c
joints,6810df00-6bb2-4b08-8efa-a4f0601235ed
rosemary,1e629b70-c1f7-4ab9-b635-6ca7067dc9bc
fan units,cde8426c-b5e5-4e7b-b62c-e3ebaede8c80
centralised extraction systems,92667c36-75f7-48af-91d4-2689cfbb2f3d
filtering units for air systems,3489f997-254e-479a-b028-9b8662af8496
pasta line,e313f942-f59b-42f9-af51-e40d725c6e0f
pasta plant,91d98235-8b1a-4f14-a70c-4afcb2d0846f
pasta manufacturing plant,0f2c1f19-29d3-4d65-805b-ef93ab02f7b2
mould manufacturing plants,ec661091-becf-4002-b482-13ef7ab84ec2
tooling accessories,d065d7c0-125a-447e-b9f5-e37b8e45b6de
work to drawing,617c63c6-ef6f-48c2-a85d-979ef27d390e
electric fans for industrial use,457f8b69-9edd-4b92-a938-cd945bd6bd81
liquid food installation automation,62bb504c-8457-4768-b3e8-a7d2ad9678aa
microfiltration,55a63bed-1f3a-4d15-9fe3-b35fb4dde1f1
cold room repairs,541f55e5-e9b2-4737-877f-f4193b34c6e8
apparatus for pharmaceutical laboratories,6d77d12d-cd8b-4e7a-8373-877a995427ae
kitchen hoods for communities,cb6be40a-dcf9-49da-8bd4-ac4c60349f5a
installation of air conditioners,175c6ff4-e4b9-47b5-99ae-ad251b9c5516
paint stripping,aa3ae679-9800-4153-9f9e-4f5f26bc51e2
natural circulation system,f9483620-1b58-49ca-b55c-68f7bfa1aac5
pipes and fittings for solar energy systems,49d920cb-1773-4085-b57f-567b38b72ee2
solarpipes,e5e7293f-b121-4fe3-8faa-a4df4b44bd50
smoke and dust extractors,3e7f5a7e-85d6-4945-961c-1e64af6beddf
filtering hoses,b95d1ed2-a9af-4e09-b93a-ac1b255b6118
welding fume exhausters,d1092289-4981-4501-a307-ee0644e41b01
detergents for zootechnical plants,51287222-d57f-401b-8bcf-f4a06ac6cdcf
distilling - machinery and equipment,ef5e2b01-b885-46ec-b573-2d498c5884bf
steel drawing plant,2095dd45-f7d0-4576-b245-242ac1c087b1
cold-drawn steel bars,44aa8455-b3b4-4f1f-9fc2-8d90e91c8182
cold drawn steel,1f32184d-0351-4ab6-9b52-6124014b8493
light bulbs,06d37307-b933-4e8d-b517-d1bb2301ba92
lead-calcium batteries,6d892881-81c9-4f9f-93e5-539a2fc7e430
housewares of plant origin,fc6d96c7-cba5-4f29-b5b2-e84b0a63b6f0
indoor light bars,6001156f-6a5d-47ea-af81-d545972bc5b4
agricultural work,9d124a6a-5172-458e-817f-3313852ae1cc
supply and transport of water,45e3c6bb-a265-4bc4-b554-12024a32a90e
"cold rooms, cooling systems",2d0046d0-5b54-43cf-91ec-2bc2a406edba
refrigerated system repairs,ae200771-842e-47ba-816e-6d41c05aca3d
environmental protection,1c65ffe0-275c-4b1d-80ed-86315839b9b1
industrial suction,8e18680b-995a-44e9-95b9-01a4a49b90b5
dust extraction,2a814fe9-b4df-4c14-b1e6-f7448c7379ea
heating system installation,b12d362d-f490-4125-b953-a62d1b4e6524
heating plant installation,7b50883d-ef11-4c91-b55a-9172aac81f35
air conditioning and ventilation systems for buildings,fa95139b-9cfb-4e2a-99d4-b152a1841458
gas-fired boiler,ce5d160e-819d-447e-889b-4f8cd52323c0
twisting and spinning - machinery and equipment,7e1295a2-7eeb-4027-bd2e-3005042b1070
air texturing machines,a83bd6e2-b367-4415-a4de-b92ae723e34b
spinning plants,2519839a-6f40-42da-b635-48fa83c3e419
screening plants for rubbish composting plants,58f36d83-02a4-4dc7-87d4-423f33628024
crushers for the building trade,c5464164-c337-49db-9a95-b8009903e051
hot pink,4771de31-d0da-4b68-a67b-92a913dcabe1
steel profiles,af04df9e-aa1f-415a-afa3-5712d0eacbb3
cartridge filters,04c10dec-f0a6-464d-824d-c87233628112
design of hot galvanisation equipment,0417d9e6-df1a-4d1b-bd16-7cf95273303a
hot galvanizing,466ea4b1-504a-4de3-835f-975e7126fdef
tube galvanisation plants,2fef4eba-44e4-4c85-b5f3-90f4e26cc67e
aluminium machining machinery,f20f35bb-d8ce-459e-9a6b-f304fbadb0ec
storage batteries,6c53457d-7c98-42af-afd2-a34c78d8d8a2
industrial fire prevention systems,19301ad4-4c83-4203-91ed-6da96ae73a66
fire-prevention system,36e5a985-7d41-4d9a-b9f9-26ffc23f40a6
gas storage systems,89e7d515-16d4-4cbb-b35d-a337791ef3e0
sewage storage plants,2da3b5e8-43bc-4c61-a45e-facc49d06778
vertical storage tanks,d363498f-0913-4fc2-b16a-97a5e4b5815a
jewellery and bijouterie,df7a7094-bf91-4f4b-81ad-c17e16f12e74
wedding bands,15c8a537-89b4-4e99-ade6-65f01b4d4474
microchip,1df45e45-3c5a-4c3f-a24a-f175d07017c0
biogas cogeneration plant,1bcc112d-b77e-45ea-b29f-3c38304353e8
cogenerators,731a549c-22ad-400a-a493-8f1f09c83a95
cheese-making machinery,29022a37-cb62-49cf-8df2-0f1a59ec5f0e
refinery,3427c706-f06a-4016-a1c9-2b3ce5d1e259
plant testing,b3d8e29f-1657-4826-bced-6b2a669a815d
measurement instrument testing,b5e55d0d-d7c8-44a7-9b41-cd70d1b27711
vacuum cleaners,78bc782c-cd73-4cf4-8877-679cb701afa7
installation of suction systems,5833f649-657c-4807-853c-795838b2bd5f
boiler plant construction,be676ab8-701f-47f6-afd0-22b7e77706a8
wire forming,6f103bb2-28d5-437e-b168-1a90102edc95
rooms for parties and receptions,0fb9129e-1080-4a4c-9c62-7cd1e65f0793
function room rental,9f0df41d-3298-41ea-881e-b693f23ba8fe
cannabidiol cbd,e403c36c-f837-49d8-9ec1-f9c7170d50c7
cannabis sativa under 02 thc,2904cc1b-c3dd-47dc-b58d-33212f09e07f
terpenes,22a6574e-85bf-44c5-afa2-253872c2d28a
nitrogen,a86b7cc4-eeb9-4655-bb22-64b7a28cf4bc
valves for cryogenic equipment,025672ad-32c9-43d7-8ae3-901bbdaae93b
cryogenic installations for ultra-freezing,d778875a-f431-4f18-9a92-680dec6c70e3
technical gases,7cc4420e-2c18-4326-94a4-18fb3d994705
biomass water heaters,d56ec4f9-b5d1-45a4-a980-adbe08b513cc
on-board machinery electrical systems,72f7bb6f-fe2f-4efb-bb51-15da67df5acf
adaptation of plants,f2ff961d-53cf-4609-8b49-65d428771f43
equipment for the pharmaceutical industry,96261341-6707-4851-b6b0-b82497ee552f
parsley,bf377c72-aeef-48ff-bf01-683337e05a23
oregano,8bcbf1fb-2b5a-4fb6-ae9d-161995354952
tobacco-substitute cigarettes,74da51b6-a778-420c-bf53-5174ef1ea943
accessories for extraction systems,b6a9f822-7252-464d-922c-9af820792e8c
air ventilation systems for domestic use,e4b18eab-907f-4c64-827f-40b6976af1bf
compressed-air installations,d6b57ac8-d1db-44e9-b4e4-57eb90c7d818
air compressor repairs,c9ffdf25-0c19-4d07-995d-79c2ad38bfaa
internet - access providers,71fce7c5-671e-4217-94ba-de25e36c2100
information system consultation,f8137dd9-dfc8-415f-8c7b-4f345b091443
engineering for air pollution purification plants,c7108eaf-5f8e-4a22-b10b-cd259a8a2865
land improvement advice,0057136b-d4d4-4c05-ac1b-4cfca4d16517
tray sealers,51b38092-6f1f-41ed-8e3d-f8a2914f476f
biochemistry - products,e8e5cfe8-7db7-40f8-a713-59a1c113031d
pellet systems,d19ccaf4-858d-4a25-84b0-e2c97f064f0d
furnaces and hot air dryers,d1fdc1b0-fbea-41b2-bcb8-9fd7a10e0cf4
mill plants,cb32018a-8fda-4c04-a982-33790e7db85d
naval shipyards,b5139068-9036-458b-84fc-4f1eb5998853
petrol,73eb5a30-5730-4cf0-860d-665ee63608dc
industrial system and equipment advice and design,06501c25-08c0-420a-bfb3-7166f59e0d58
"technical consultants on domestic, commercial and industrial building maintenance",252699df-2401-454a-abee-aa4c0052110c
component for plants,7e7e8261-a464-444c-a051-57cb805fda33
community furniture,36b1de04-a5c4-4a1b-baf4-66143a7470b8
kindergarten furniture,39c93da8-0801-4394-aa4c-cb310bb65fc3
schools and institutions facility design studios,9ca29485-bde1-4bd4-8b5b-12ac0e302970
loaders,2faf160d-4866-4167-809d-415be065d02d
cooking plant and equipment for the food and preserves industry,bb253db4-f8fc-4863-9b39-782ede35e0f5
"systems and equipment for producing preserves, marmalades and candied fruit",79d1e1bc-9115-4d83-af9f-9e0cf1bb7fed
dosage systems and systems,6a148b0b-6aea-487d-88a7-3e126e713d4f
blast chillers,e1408699-dd78-4b90-b7c9-d7bd9b104237
commercial refrigerator cabinets,b4352ccf-d9e3-4eb3-a353-81a24378e085
refrigerated cabinets for bars,52fc3481-6a4f-4f72-82b8-08b5f87a29d5
refrigerated cabinets for goods storage,f721b8ed-7ac9-4140-bbf7-c3ad2be5b8ce
"refrigerated cabinets for shops, bars, restaurants",20473590-8fd9-481e-81a1-c672eeb69dc0
refrigeration cabinets,141054e2-0d4a-4adb-8a53-567023aaed34
cold food display cases,994778ee-cb0d-4bda-8261-24f1d5bc9df5
refrigeration plant and equipment seals,cc94acf1-f7b5-4de2-be25-538058ff4335
silencers for refrigeration plants and equipment,585ca927-07a0-4168-8a76-6623135e535e
refrigeration plant and equipment timers,a0234ce9-f1a0-4faa-bed2-e80a61f2a6c2
installation of plants for the food industry,ea50b668-4552-472b-b8c9-e36a7e4c2310
dry pasta plant and equipment,ce155db2-2e9f-4360-bf1e-cf764af6a8f1
wine and beer taps and equipment,406cb1fb-3678-4031-a281-7bafb77d3281
crossflow filters,0b151ff3-b23f-48d5-8943-802224d7f472
wholesale of machines for oenology,141ea323-76f7-4ace-8123-ed7282b1ee85
"refrigeration equipment and plant accessories, parts and components",82f6c076-02ed-48dc-979a-524e105e2703
demoulders,9037f593-2def-4e00-a56b-e5d2e04a4e67
refrigeration equipment and systems for goods storage,bc53d5c8-290e-46b8-8a18-31efa74011da
refrigeration plant and equipment filters,758d8d4a-5e99-486c-a294-4c228e951604
marketing - research,7d8a9ac2-0453-4d6b-9672-9154c685204e
tools for floriculture and gardening,36107c98-5c76-4227-966d-290d4da3807e
hoes for floriculture and gardening,62d3245e-4633-4818-b5c7-e115ac00c0d1
stainless steel - cutlery,b119addb-b026-4466-90fb-5510c6b73c51
stainless steel cutlery set,1da3ee79-3984-456c-b05f-785c8ed86ad6
stainless steel kitchenware,94a5d469-5ac5-4e9b-a8af-baf323adb4bc
stainless steel tableware,7ab3feef-835e-4f30-827f-209b4eb9fe0f
stainless steel cooking utensils,3fade751-1032-4fb2-948c-4e56cbc3c9eb
professional knives,1ab0150e-cf0e-4fb7-9065-217f7252cd89
professional scissors,dc87c090-2d1e-4ab8-9e81-62c45b240170
machine tools for metal sawing,1649e5cc-88de-4fa4-ab75-07c02709b3bc
accident-prevention articles,20a7a3bf-9667-44df-9d96-fa0c6016585e
d.i.y. materials,cffa8567-7896-43df-a667-7cf7e3a7b6c6
tools,a3a13a89-279c-4740-9109-9a4ba14320a7
industrial boiler rentals,6b53b893-7928-4c8b-bd62-b35326afaea4
boiler rental,de266563-dc52-43cb-8b42-9dde24326a51
steam accumulators,eed89329-c72b-4cd7-b35c-11d937f444ce
low-pressure boilers,58d0398f-9f0e-43a2-9b3f-7b53c7c10d0c
boiler assistance,c4f49b56-0d26-4e4d-a0f0-76608238b9c6
heavy duty valves,17556090-2075-447d-85ca-7342c0bd6d3e
air valves,1439ee45-ddf3-44b2-b49b-c14d26de0a39
air feeders for autoclaves,9cf66d5d-fbf0-41b7-be0e-06ebe61f2382
regulating and control valves for equipment and systems,f958befd-345a-45d3-a6ce-bb984623b3a1
pump assemblies,6db6c523-0c8b-47e9-80c3-7193c9ce8192
squeeze pumps,d548d4aa-fd7a-49aa-a156-b8d4e16de1da
fire fighting pump assemblies,161c3106-d396-423f-a645-257bbb118571
purifiers for water treatment,9d3fa4a6-708c-460c-93d8-f8134efc9823
wastewater treatment products,caea2c7e-342f-4463-9f65-3f177cffaab5
water decanter,83052842-354a-4f1f-b873-5c04be8cb9c9
retention membranes,49c721c0-3ac6-43fb-ade4-8a5b06d7bc35
chemical water purifying plants,7d77c37e-e503-43b7-aac9-c07de6331a46
fuel pumps,956db20c-31e1-4268-9aeb-3b43132cb817
screens for waste water filtering,ce82e8ee-fabc-474a-8107-0b3d6f2fb74a
complete systems for the treatment and biological conditioning of water,74dd112d-1950-4da9-9399-beeb253f4714
penetrating oil,84ba6d42-8ba9-4e13-8f8a-2fddf78f1c3a
descaling,4ff4e881-195d-46e1-b6f4-df8626574b2f
chemical descaling services for atmospheric pollution removal systems,0959ce5b-76d1-4b1e-a6ec-77a6e6b53a76
hydrodynamic washing,f814476c-dd00-4bfc-a56d-385d8535f98e
household air cleaners,eb6e4287-b55d-40db-9959-0ca526bf780b
plant for crushing inert stone,67be702a-a737-47a1-b53d-9d57d73ae530
dust suppression systems,e68f94c9-123b-406c-9f3c-4a7a792214c7
cyclone separators,bd277373-e3e6-4b0e-a7a7-78c854b3bff9
household water purifiers,06e7ee80-21c7-476b-9e65-b63f2dccb751
water softening plant maintenance,f3dd1e4c-91b8-4232-bb30-2c6764a160bc
chemical additives for the food and canning industry,057c08d8-3dab-44a6-bceb-3dd28872e74f
urban run-off water treatment,2145c212-456c-4e3f-9feb-5aee681e3944
water disinfection plants and equipment,03f1209d-0799-47e7-8c2a-e4740498fd68
water treatment plant maintenance,340cad2e-a853-42d9-bfb8-90044077f85e
pumps for water systems,1ff1373f-f548-4e95-b77d-bd2295da6114
fruit juice pasteurisation systems,37baf46e-46e0-4456-96e4-99228d01aaf6
"water demineralization using physical, thermal and magnetic treatment",05eeae89-4308-4bdf-863d-dc52ad0eac35
chemical catalysts,ec07950c-46c6-4050-ac23-530c3c5e3355
"plants for physical, thermal and magnetic water treatment",4f08f51a-b293-4586-bdd4-eb9810d82001
drainage of land and contaminated water,9c4d3ac0-c119-4763-bf32-e4b29d7719e3
underwater pumps,0abd44ea-23eb-40e2-94aa-0a0e2d796ad4
wall-fitted boilers,28ecfff6-e6ed-4c4d-b73d-d201cdc7bd52
electric compressors for air,bf135eed-a73b-46b2-855f-22e206edf836
box transformers,eb9a4e08-c524-452f-8c5c-44ca54596824
load adapter transformers,4611f2e0-4d38-459e-a788-1ea674f8cccb
high power transformers,75eb1ae9-9296-4554-b1fb-6b88f15d88d5
three-phase transformers,c7fbfe79-aaf9-4844-9726-04019a0f6cac
isolation transformers,c123a438-4491-4e77-a724-34e270daa157
transformer repairs,f232ad4d-35db-4586-84fc-a5653d49ae8b
electrical transformers,2c0e7f31-69c0-4b98-a797-19df374943f7
flanges,2f0cdc11-4963-4a74-a290-c37f95039684
fittings,24a00034-0abc-4db9-8394-6276e26ca2cf
forged fittings,32acb3e4-6d7c-4aea-a9b5-055f67861a7c
valves,f5259bea-df93-4c6d-bd7b-1721c09aa45f
filter dryers,bc88dba4-d05a-44d4-a793-dacc7850cc23
thermal separation,f7e9c72b-f3f3-4185-9954-721425fdfa29
glasslined equipment,20d2f98e-404b-4074-8832-87621c24838f
vacuum dryers,5c66f8f8-b89b-49e6-9105-92886ffc6088
mechanical shaping,861628d6-0c80-4a0f-89b6-855699561e4b
flowmeters,f95b8e59-0c59-4807-9cd8-b0d14bbbd091
dataloggers,831e7db5-f64d-4bc8-a261-6c74afe36900
water,c583a7e5-6472-45dc-9cb1-49505efe0388
networks,e47b1d42-a4fe-466e-a067-c130345c2a5c
nitric acid and sulfuric acid reprocessing,34bd1509-1ee2-4985-a611-6837cbbd8c74
nitric acid and sulfuric acid concentration,6a951df7-ddb4-48f8-bc46-3ce046ba574c
nox absorption,90178424-8858-4c69-a20f-3c101d269c75
safety analyses and hazop studies,acc3aeb2-7db5-47c0-80ed-679589a53b5e
classified advertisements,a901a907-9bd6-4ca1-84f8-6fd9a358c9a4
solar heating systems,32032fdd-5795-4f9f-b8db-a68697ceaa3f
hot water storage systems for solar energy systems,d428529c-36ce-4349-9be5-2f2779763f78
cogeneration and district heating systems,e3324d9c-2faa-48ec-b111-fb703770c691
fruit and vegetables produce brokers,6f2f4330-a07c-4ee5-a525-e993b90a5335
seedlings for fruit growing,38423958-333c-4216-8b3d-7d0228191efd
winery nursery,7829a2b9-6efd-4935-9b95-9baa2021afb5
winery,d60af5df-a8b6-46ca-b756-1a4a8bc3e332
volleyball courts,21722eb5-9376-4143-97a0-ca24ebdb6ff7
social services,0a50394a-3176-4f81-8095-a5bd1028b855
assistance for independent senior citizens,c9cb0a7c-0a57-4dbd-a501-21d782aa8bda
day nursery management,1d36fdd8-399f-4bc8-ae87-5305f3ad8b2f
day care for children up to age 3,c2280449-ebbd-42a2-bf7e-f98ce199ee62
plastic waste,14522e7c-2fa1-4de3-ac35-b60e88a617b9
plastic materials trade,442563d7-f5a9-44d5-a00a-2f50a7624085
scrap plastic recovery,2a5bbc22-f644-42b7-9274-61413a7281df
machining of plastic materials,f6e0f5d3-de6b-4105-982c-a76bdb5a0cfc
thermoplastic granules,0f732b00-60a3-4e6f-9fcd-105f296e8de7
production waste recovery,a2460b74-12eb-49e3-8680-d982667927d8
