products_and_services,products_id
serrures portes,1b39baad-ef97-4a75-accb-e423f9ed2768
insalate,1b388f7d-e759-4b60-bae4-1643d662558c
flowerpot-holder,b4eda3fa-a91d-4fbe-9aa4-d181211f0676
micronutrition,6b77c59e-a7c5-4325-bad9-f8be3558c9f5
probiotics,b710c7c4-fb56-4eb6-b9ee-16b1e63e8de6
nutraceutical products,58e9635b-09e1-4c64-adc3-74d30847f0d4
phytonutrition,fb8116a1-61a4-4d39-b7f3-8f8e09df515e
plant-based ingredients,1b3b9b8c-cf4b-4c5c-9159-9cfd48a748ac
serrano ham,6aaead58-3389-4768-b13e-313f314e5ee1
pin badges,31959ec6-8f87-48b6-94b2-b8996575e0d3
fridge magnet,f52fa033-8a97-4816-bc2c-36053290752b
shopping trolley chips,a5f5414d-e59e-4722-ae15-062ec9b36f08
bookmarks,83374994-ab79-45bf-8cf1-b5e1630e465a
silicone wristbands,7f639444-c30f-48e4-9b15-52b8c2b11534
raisin food dired fruit import export food industery iran,324a36e5-780d-481f-a9cd-8484ebcefac7
malayer austria vienna distributore,770c173c-5a89-4aa4-a061-62e7b936b755
trout,540e88a0-6a05-4526-9b5a-f246225cb224
coniferous seedlings,8f0dea43-292b-45a9-9152-912564f4ae9f
vegetable plants,f6d2934f-0520-42ff-be7c-8299d50d23e3
natural sparkling wines,bf9c5e9b-76d1-46a9-90c0-4ec378d4ab51
soil and environment insecticides,4896a39a-eff5-4a8e-bbbc-55dcc94e9ec4
organic soil activator,2d6ebfb6-0531-4a5e-96c4-e456f53f30fe
begonias,2ffb73e7-7996-4ffe-9340-3346589b2bb6
micro-plasma welding,5d32637e-8a14-406e-9222-e254149627f4
plasma cutting torches,83f34ebe-ae24-4e72-8035-e27940429f37
robotic welding torches,c91aa106-c619-4cb8-947e-872224fcd5c4
welding nozzles,a0c130da-554a-4df0-962f-a87f1a79b106
supermarket baskets,bfa598fb-983f-43f7-95bc-82a7b53fc479
pet preforms for bottled water,cb20f13b-0689-4668-a2cd-2f4c63a2d9d3
trays with freshness seals,1016eca5-b389-4fd1-8c9b-504280ee6cb7
flip-top boxes,f351fdaa-1173-4fa2-9ca3-869d3a0380e1
we manufacture bespoke thermoformed packing,de0e05be-edb7-4861-98cb-62e9a8f1a7a5
covered trays for vacuum packing,150d728f-0c7d-49ea-83bb-bb3062eaee11
double shell plastic packaging boxes,1630e3cc-c95b-4d25-bece-d17f9696809b
rootstocks,a76d1618-38b8-4f5e-b338-e4f9561a84e7
foods for coeliac sufferers,94e98d19-88dd-4c52-aaed-e33d64933757
chemical anti-foaming agents for the food industry,ff260e10-e0b1-4eb5-a22b-32dcd40eb1e0
anti-foaming agents for water treatment,b9c4a515-5539-412e-b9a0-4b30e321a35c
lobe pumps,f74a624f-8074-43b7-95e6-4fbc0dfb3c8a
pumps for the wine industry,ccb9f3fe-9de3-4233-bbe8-9838610b2671
vertical mixers,dafe3ec2-9f7c-4213-965a-93cae890000d
local and foreign commercial partners sought,015ca414-0d86-4c97-892b-80af6bfa4b65
döner kebab skewers (ready-made),c482839f-b230-4f33-9a4f-318e304ee7a3
chicken döner,acd9c5ae-a5e1-4a20-8864-3aa525ffadf2
halal products,8d4c29da-66e1-407b-940d-9946896418be
chicken products,f3f215c7-2da0-49d2-87c8-adfc9f5d34c2
turkey products,f93fe5d2-57d5-4b6e-b778-7ae26e37b49b
turkish cuisine,b1193e35-45aa-4529-aef2-fdb8382ce3f8
cross-wound bobbins/flat film,427444de-1e14-45ed-86b6-1a9f922c3876
plasma treatments/plasma coatings/polinan,1bfdbd14-cdee-495f-807a-91989df71f8e
pet plastic tubes/insulating caps/shrink tubing,452c9793-9cfe-48e0-8ee3-1af643b799d2
composite film/composite materials,2671b345-f4f3-4411-b562-db4645968831
acetate film/polibond,63102871-e794-4add-85c3-368663131225
aluminium foil/composite aluminium foil/metallised film,e4a7b478-66fd-408a-bdd6-14444697dc6d
vapour barrier foil/moisture barrier foil,cdddfffa-78b3-4575-a172-4bb704971459
polyester film/pet/bopet/plastic film,3e4575b4-2db4-42f5-bfc2-f39755082964
products for beauticians,3fcde6ee-c4ab-4c94-bf5f-327605beb90d
security strong boxes,5dd9a1c8-f765-4ea5-ba9c-3d9999302de7
administrative law,e6a3056f-ef6b-4ca1-95ee-e587f8b8544d
infusion bags,b14f4ef6-f729-42f7-95f6-b337c474e651
polypropylene films,ffd4db13-8d5c-492a-ae48-fec6e4e4dfec
port granules/medical compounds,f4067288-5355-40d4-b575-c4e2c971529f
filling tubes for infusion bags,063df1c2-08cb-4abc-81c0-dca95c1576b5
drainage,840f1106-2534-4af4-b3fa-2830a55ab58d
metal plate reinforcing equipment for car bodywork,ad8789b5-6a11-4c8b-aa76-b8cb06127c59
surface mount device resistors,03d7d00e-3c33-4885-be79-fddd312da36e
fruit nectars,3c61d82f-52fb-42fd-9bbb-c86b7efc8bab
restaurant furnishings,77538989-5272-4100-b421-bfc64a565bd6
wood impregnation,6f1597ab-8e10-42f9-bd5e-4f1d4ffcb668
aperitifs,9e8cfe9f-20c2-463b-8032-c686420409b8
accounts management,ce239575-8034-470c-8305-8310b95f0505
advice for the self-employed,ca5f44f2-b80b-473c-a75b-123391cdb1da
commercial harbours,be9827ba-c5d9-40f5-a9af-dd61b8cc7af6
weldable watertight hatches and doors,b73f5f61-b246-418f-ba8d-fb73855078a7
sealable hatches and doors,e2fbe609-6e15-4e56-879b-b8ead31b3955
manhole,1d39cb2e-38a6-4770-87e1-bdaacc8d74f8
bulkhead doors,5093c40a-9992-4c2a-96fa-ffeb70c18f1a
steel door,8d2d86dc-568c-422b-8abc-ad33220c9829
ss 304 and 316 doors,dcb1200a-1622-461d-8163-f6f151c40e15
autoclave lids,8c600cb3-b6d2-4592-bd69-a74b45539e55
round hatches,239b5021-dfe4-4380-8ca4-c6e61d8a6a54
wood poles,ab4e5150-4848-4791-a1ee-3c62eed1a038
peppermint products,75403e33-1ef3-4932-b6cd-a2d5cda06e12
lozenges,960f564d-e57c-4528-83a0-08322147bfe7
throat lozenges,9dff435c-fe88-45e1-8a1f-c9c44d1b3788
linen baskets,975fac29-7beb-467c-b125-53ee82a271f6
packaged corn,26f90be8-db94-4b8f-b202-b719190e6985
suppliers of single-serving pre-cooked meals,8eca8bd2-40aa-465b-8270-d40a81504ff4
vegetable milk,0e792e4c-4a0a-4c16-91e4-b35dfbde957f
thermoregulators,06ef02b7-0665-4141-996a-8a6b3b7c4b6d
chambers of commerce and industry,226a2b50-98da-4f5c-8eac-13312c242c97
fresh focacce,f04b1f13-4c43-4a5b-97f1-f0839443339c
salads and seafood mix,7f083b51-0b49-4622-a76b-aadb2bb5c38b
sugar for glazing,1fca7af9-99df-4b06-8cf8-87813c8794bd
medical systems,2a6a3ed0-58d7-4220-8808-0190f14437c8
shark fins,d56109d0-b12f-4739-8e45-e0919037d1c8
horse meat butchery,57ca0f18-f9b8-48a6-8b2d-1e29759e216a
processing horse meat,1eba1096-871d-4189-82b3-90f30d5c722b
boning horse meat,8cd2034b-cddc-4ed8-a091-eb7c2cf5f627
horse meat processing,24fea180-40a1-4fb1-956e-45e03b7e365c
feed bones,3f9d43f1-06e1-48ea-93b0-7127e86b80d2
meat meals,57dd259d-715b-46f4-9e02-cdb2f4208bdd
"oils and fats, nonfood",f33a79c5-0372-492c-adf9-9857dd12fa4c
waxes and derivatives for the textile industry,fa1c043d-8847-4d03-897d-d16b74ce0a21
google ad campaign,e251e416-0ad9-4cf2-adc1-865992d8b1c0
culture media,7f2ecab2-3997-487f-a7e2-87848f73bfcc
cadastral cartography,0fae940f-419c-4caa-a3d5-8ec568d1d73c
ems service providers,b480d17e-8bb1-4161-a478-3664be8caeeb
smd assemblies,f00f6aab-74e4-40e3-aa9f-ca7b79da7fd9
electronics manufacturing,fbb73ac6-d734-472f-8b45-32aa8fba94d4
electronics services,310fbeb5-4317-4036-b0df-f19da62d1326
aoi systems (automatic optical inspection),5847b29c-5085-4a20-b238-82072cbf80d6
furniture for fairs and exhibitions,649a45bd-4613-48b6-ab60-4e4d27df4b79
prunes,1ec79c83-98e4-47f3-a9bf-da8da426366b
organic pulses,fbff8fcb-0b6e-4ef1-ad7c-a315376902bf
counter top ovens,4eadff33-c4f4-4dfd-9787-3eefc5c9b6b3
corkscrews,b5e8c502-4e5a-4ceb-9836-646d0fb1d4b9
salt-shaker,8945fcc8-4be4-48c2-a341-387607ea1045
bowl feeder,9a44477d-d487-41a6-afa8-a2ec23896f58
bowl feeders,156c3bbf-fc6e-498f-a960-5069a30e35fb
vibratory bowl feeders,ecaa134e-130d-4745-8bcf-d24bd033d932
feeding system,2f342937-1e74-4b65-bd99-12ace437ce02
lubricators,489dbbc3-da56-46a6-8fb6-754cef308979
grease pumps,ac2c71c8-81fe-439d-9212-4f3728f018d7
automatic lubricators,da4d2ade-b406-4772-8765-8bab089c3237
bearing lubrication,2dace86e-0978-4612-989e-689ab047c45a
special gases,e0804583-f115-4b00-91c8-079fdf63d5cc
special products,85948c23-2211-41a0-91d3-c3c53d6e3203
cbd paste,1a24bf93-3d9e-407b-b8e0-e123235fbd34
cbd oil for pets,e6e2df40-6011-4dd8-99f4-1f6be6f3433f
black tea with organic hemp,efe7f88b-1666-4ad4-80dc-cebf825f636d
chocolate-coated hemp seeds,7e0f28a6-e881-4acd-a654-f907a26df078
cbd aromatherapy oil,7661de79-feb3-4017-90d2-17f60ac96f56
loose tea,381c98e5-67a0-4c69-85dc-ee198fa4c5be
tea supplier,283ca3b8-b5cf-4389-8fd1-62150de210d2
cigar,9cffa282-9403-4c0a-abb0-b6ae0f03cfeb
feeding devices for automation,703308d3-cbf8-46e0-b677-34b2a171c8e8
customer-specific automation solutions,330c4059-9f96-4e78-9868-7fcb8b87cf3d
quality saffron,5dbf8688-c38a-4bab-ba8b-3afd1822f9e4
saffron for laboratories,eaaca010-78da-4c97-9945-0d6ea84368fd
saffron for industry,62a60919-6581-4c97-bcf0-e5ffce0398ac
saffron for catering,1a236e13-3c87-45b6-b69c-191e034a2738
saffron for grocery stores,c03f0ad6-8f13-4e27-9ec2-d32a47e06b94
dental care,611ff71e-94e8-445c-b575-89cbf368fd86
allergic dog,cfaaadfc-4ab9-4107-be6d-d9780a1bc8eb
packaging advertising accessories,74f01902-e9a3-4e93-a834-fd0505d3eca5
cushion covers,5f21748c-9340-4d77-9af5-f81f0ee6e03a
pallet supports,fd38364c-7b3f-4531-88e3-7ecbfacfec02
seat cushions,0f6662c9-f5c0-4106-b8a5-6277e9b7065d
house accessories,da6b084e-8766-4ed2-81fa-24a5e520d021
piedmontese wine,12c08f81-4e54-44f7-b49b-a2ab567d01bf
chemical acidifiers for the food industry,8df47085-b593-42df-b7e9-3eabd79a1ee3
wine-making tannins,25e3860b-674f-44b4-8189-6880c414ce8c
semi-cured cheeses,f425a838-75fe-4c97-87ac-f14033eed1b3
queso manchego,2fcb48be-0d82-4c40-80f1-4f48adc0e88d
cheeses,5e26997d-2e17-49aa-aeba-1cdf354881d3
patented utilities,49c3319b-f924-4446-a927-1ba861b596ce
french,d4baa603-756d-43d8-9d54-bbeeea0e33c3
baby set,07f880c7-0aff-45e1-bd5e-f176f17b6ef9
household deodorants,e950743f-137c-47e4-beea-095aa3b29c4b
hygiene products for wine-growing professionals,c4187d1a-3f88-4c64-b1a0-148d05a3a576
soda waters,61d25a9b-33ee-4724-927c-aadd2de8d61f
rape seeds,a55e3124-178a-4c4b-9dc6-bdce07ef4586
therapeutic hose,bb778290-d258-4b2c-94ad-a986148f3218
socks,b43d9db1-9e60-4fb3-b8c8-f9ed0b310ad0
hawaiian flower garlands,75b9478f-6401-48fe-a034-9e1b2806fccf
promotional items with lights,fcd1a1f7-6fa5-44ae-a16e-a58c38d0b613
jar caps,f04d31b0-1357-4ebf-850c-83775754ed6b
fish meal for zootechnical use,fbcc8f80-64f0-4f67-9341-7b2fe8cc5f76
natural and herbal resins,1af2eab0-12e0-45ae-88a1-f915c6222c7d
herbs for cosmetics and perfumery,d303cde1-489c-4ffe-8104-02790110bea4
bird control,3cbfa2f1-4cbd-46cd-a7ba-043d826a6d7b
bee disinfestation,69737183-de46-4fc6-9604-8546d7fb95cf
roof cladding,e85d7112-0702-40c1-8b65-20c0cb431d17
injected plastic packaging,2fa924c9-d7ca-4f7e-881f-f71fdc33a504
pizzeria set-up,8de67e40-0370-48db-a44f-d7390ec3443f
protección especial gatos,920f0884-6634-434a-8f3f-9d5020252647
red gatos,dac922c9-29c7-4c45-9916-b1c573931ba0
protección ventana gatos,3a2f0919-da4f-4350-8815-964a9beee358
second pressing olive oil,47ca5929-21df-4706-bf9b-f000fa10b4a0
systems and equipment for the production of chewing gum,0e059c1b-ca98-460c-8096-a4f555bd33ab
dried figs grower,12ac221b-07d3-4501-9e8b-a314afa22063
dried figs exporter,9259ef6e-35d6-4852-b295-15090377486f
dried figs in bulk,41472f43-5c5a-454a-b449-a84bda31399f
figs as cheese accompaniments,9ca55dbb-b5ec-41c1-b632-489a4094f4d3
semi-skimmed powdered milk,fab0ec2e-7529-444c-961a-6cd390db8143
skimmed powdered milk,859b8b89-7839-479c-977e-18d0ece26a10
whole powdered milk,7183bce6-fd39-4874-9d41-4a8af4de75db
organic milk powder,8190532c-b7d8-4239-ba84-abbef3c7d9ed
box of concentrated skimmed sweetened milk,acdd04ba-ecec-43f2-a055-57d5c4f6c51a
compliance shipping food to the usa,ef570999-b21d-427d-b2fe-566de5bf4418
pharmaceutical intermediates vitamines antibiotics laxants,a38399b5-191f-44b1-acc9-789443e97176
extracts food supplements drinks bakery nutraceuticals,b10899d2-ca1b-4ffe-90ec-296d3e6ca822
industrial chemicals pigments solvents caustic soda tdi,69d70fe2-f910-4da8-8dc1-f6e78e2696d7
polyol pu cellulose ether,4d5f6160-d2a0-4cb9-9e68-22140a610a7f
rice paper,ced4dca1-d44d-4766-9e10-3a722e4f4d65
tobacco substitutes,aac3523b-b975-4c98-a251-57fecaac3a05
electrical installation rephasing,4d9941f1-ad44-4300-a587-eee83b90ddd0
red meats,87f9c74a-140e-4611-80b8-5f25e6d2a99d
menus in three languages,c4e496e5-6863-4775-a65c-cbf7ef288867
roast suckling pig,037dd0ff-ebdf-4bf8-af95-fe8b76f687bb
banquet service,d24331fc-de3f-4a16-8479-d7484a93efe6
hemp spun yarns and threads,70ce9953-840a-45f0-91db-e748570f0494
medical massage beds,8d3da1ba-7473-4e31-92e5-85d44e9f1942
salted anchovies,f456dafa-237d-44f0-b97c-35dff828a838
sugar-beet,56a2b28b-0da0-438b-94ca-bfd805659c0c
dryers for raw tobacco,a75c87fa-9950-4c31-89cf-5b1282c782b5
automatic watering systems,21b0bbe6-29cd-4dae-8134-a60cc3592d17
pumps for deep wells,95220ea2-6d7c-4288-a512-e3a4dac44800
lemon syrup,f14c15ee-a0b7-447d-b082-864b2c7dd35c
preparation of cakes with photo,3e4ac7a9-586e-4b37-895a-1c2d1fe5bb89
rose gardens,bdb24b53-2a2e-4604-970f-b002c12036dc
superficial foundations for buildings,25328d82-2041-46ba-99f8-4633b85c08e4
aloe vera gel (raw material),041db895-acb9-4084-883f-ab012afef54a
coffee imports,8b451d31-bc58-4de2-bc89-0ad8dcd35bcd
peelers,ca27d6ba-b5d9-4637-a131-16c37075af85
peelers for institutions,d52db103-90ca-48b1-806a-71963fc1d51e
liquid fillers,510ffe0f-c864-45ed-9455-340b188673db
draught drink dispensing equipment,fedebcb5-8d45-47bd-9ad5-1d03c6655050
venues for shows and events,ee8ec990-95aa-4f6b-8ffd-3d3e3a31b1d2
suppliers of pâtés,605b8c02-ab4f-4511-8149-bd7da4a72082
garden equipment hire,231fc845-729c-4c9f-b5f1-4ec649ef887b
processed snails,363829b3-da74-4c06-93b1-5ad1998d0d24
farm machinery service,bfaf4737-df36-4d43-92b2-b62082867114
mower for motorised cultivators,aacc959c-ff2e-4875-baf4-ae11cc8f8abf
accessories for strimmers,132f36f4-8dd3-4c8f-8ba9-271352b83a89
natural essentiel oil flavourings,99798332-9110-44ba-af8f-bcd2094263d7
poinsettia,ee545194-e677-4774-a65c-6aa174ee90f2
potted flowers,c4bf7d05-6128-4b4c-b32c-269301a9126a
dipladenia,c855ad1c-b1e7-4a70-9804-6c2268dada16
mini forever rosebushes,22a73690-3bf6-41f5-8554-8bf478f53129
gas and electric braziers,8c1ec34b-5fc3-4352-b631-475286eb2dbc
bulk rice,9645ec24-9da5-4270-9438-a645550b7379
plastic vats,53a67723-3338-46c0-8bb3-90c5676ef601
plastic silos,1bfc24ae-7d67-4c08-a07e-05935a685fe0
coconut fibre,48a0a4f3-8d5d-4db2-a775-c1d1f8f44aa2
lichies,afe76a54-e58d-4c0d-9f3b-58145e12b8a3
extractions,2ff5b21b-7326-4237-aea8-bae5acf1927d
specific forestry machinery rental,426fe4cd-db97-466f-8747-e649d1f214ed
chilled ready meals,914ab507-cf8d-4846-ad61-763d4538eeaa
spanish precooked dishes,16722eb5-d63b-4263-a1d9-0e5c04f8016a
spanish precooked food,063588fd-3045-45a2-8a52-208b859a534a
spanish paella,b26ba864-87ed-47b3-ad55-5a0db1d3a44f
mixed spices for beef,f1a01aee-fc1c-4d58-93da-7289c1dc9968
mixed spices for poultry,428b00c5-fccc-4db6-80b9-13cfd3d1cd6b
mixed spices for lamb,3417baab-4f95-4168-b9a5-0d493c54a191
mixed spices for pork,71692f66-a419-47aa-a7a0-e6d99a57a4f4
mixed spices for vegetables,278663ea-e2e4-4a20-8f1c-17b133e38337
mixed spices for side dishes,bfad8bb4-e87a-4a78-a58d-414379362a9d
mixed spices for fish,81f81da1-5a75-467d-9c46-55b256867729
mixed spices for game,7fd5672d-a78a-4531-9c81-c6d74de58c7c
disc plough,b04892d9-e603-4fe9-b7ce-fc89961d5963
sports programmes,0595e928-3a06-487d-8a26-5f0dce786a0f
sports competition preparation,ddaaa8bb-27da-43ae-aeb1-74b9ab5c4aa1
packed medlars,c7e3be59-41f7-4cb5-b4e4-c5a5ef7112f3
beef and pork meat and byproducts,0c68c7ff-9b99-48f5-87bc-35fe030e2ea8
insect net,db87c752-f523-4464-bb88-ebd2eda17335
dessert wine,b8f71549-f6d5-4428-87f1-e931f772fd1b
bread stick makers,d42fa496-9bc2-4fc0-abc8-1114f59b1044
grappa,43914d6d-3f8b-4992-90e1-d9c3b08497c9
external vibrators,c26ab2b8-8a8f-4f00-949e-7cca1c5df66d
shuttering vibrators,37d5049e-6b07-48b4-aa75-98c714cc52ba
vibrating beam,e663fdb6-429a-48c6-b2cc-d0756ec26b23
handheld screed,3b16314a-1004-40a8-a229-9912fe4563db
concrete area finisher,b5e6085c-a827-45b1-b60b-ae5a79832bd7
removing concrete,a83994d1-50fd-484e-9693-b974e4e72142
levelling screed,2f5e1fcf-c495-460d-bda3-ada8f7f7bd11
invest,9e40df34-5e89-4634-a7a8-0e24c6c59bd3
agency,7bb0b8d4-882a-4a15-8c62-19ad30f71c5d
medical,2c84fa6a-8a43-4a73-ba1f-51da3fed48d1
mamababyproduct,68a71caf-79f7-4a5b-a5ae-a4b20b71f9b4
tinned cauliflower,74c53683-8651-40e2-9757-50e2e349fdf9
ducting systems,c967c9a1-7ad6-4928-be5d-09eca6e62bf0
signage,c6d0686b-f487-4afa-ac4c-331a14ecf837
fermenting room,759f769a-e49c-4983-9e1e-a21b68b1a694
exporters of red hot pepper,94798def-ec20-4b10-aab7-d8706494bc6d
banana sweet potato,15b63039-5ccb-4918-9d51-e493194668d3
curry leaf french beans,e9baaac4-9cd9-48f3-8c6e-46ec4efb56a2
macadamia raw cashew nuts pulses,db16d5e7-d6ae-487a-b15d-7a0c542d4464
saffron trade,4cc02810-1472-43de-b30e-3486419fcf88
saffron dealer,3eaa3d81-6f8c-4599-a2d3-83f15ef7b7d5
saffron wholesaler,a14fb80b-e1e1-407f-8c38-ddef7cf8d79d
saffron producer,51ef3379-e60c-4abf-9cae-8adec9586cbf
saffron plantation,e44370b8-00fe-433c-aecf-fb0e4cf2f65d
saffron harvest,daa2ad1d-33ec-4bd7-8cdf-33adf74efd86
saffron export,76cc0f88-07f7-44d1-92e2-c35db54e3660
negin saffron,741c3247-f313-4c50-963f-813ee8f24288
tinned lobster,14112c7e-8870-4055-89aa-5030523f3b1c
morel mushrooms,392d296b-ba09-451d-be14-b7d80987fd64
chicken sausages,641236d7-1de7-4924-ad2f-6333b99028e2
vehicle with hydraulic side panel,ccaa9d2a-3530-440c-bc03-3b5d620fb97c
exotic beverage,33361156-190d-465d-a99d-8f98a9546ee2
deep-frozen ready-made fish dishes,c80d8449-a499-43b3-87cf-f97417df08c2
corsican cured sausage maker,7e24484a-c50e-4bb6-8ad3-ab8a9fb81b08
producer of corsican cured meats,90fe384b-5405-4c37-9518-a206e98e867d
producer of corsican cooked meats,1127a7de-1d94-4102-b7c3-d346fdf40447
producer of corsican specialities,e029932c-20d3-40ee-8573-6acdb89bd6f8
corsican handcrafted products,c11d865a-3622-414d-aaa7-8a1239b62607
supplier of delicatessen meats from corsica,47b01270-f403-42d2-9b64-1552dd59d135
coppa from corsica,9cf3afc5-c120-4674-97e1-d93b0c801bfd
figatelli sausages from corsica,601a2f51-ca80-4e1f-acbe-99b2b85de70e
lonzo fillet from corsica,1ba93753-83d5-46cf-940a-47c02f393b3a
salt candle holder,b8c7bb37-7c27-407c-8261-851466df6297
salt lamp,ccbd6132-44a3-47a8-bc42-b23a0576c282
persian blue salt,519f5407-e034-4847-98e0-d5fd6008bee8
himalayan salt,545bd959-e527-4999-ad00-8b66d782f444
spouting system,91180a39-a210-4892-ba6a-c35cf6d4c389
pipe segments,3f293a4d-7580-40e3-a892-5cfd9878ee95
bends,4585ee37-8d22-4801-beab-fe01c450fc8d
animal health product,4037e634-2064-4824-bf05-5dd1923a3967
social media marketing,ee2c860e-3879-45da-9d15-c801bb0bdcb8
sleeping disorder therapy,4c1ab947-1359-46dc-8ac9-0033b539efbe
cold vegetable soap,90ad7fec-2ad2-45bc-800d-c785ff35fa71
organic oats,8e293322-ade4-44dd-93e6-b796a41cc7ce
soap manufacturers,2d868568-16cb-49d4-b539-857762b97760
delicatessen meat packaging equipment and appliances,b77d791a-ae95-4b59-93b4-67098268f5da
slicers for butcher's shops,12939fc1-f211-49a1-a4ef-3fd719c92461
automatic ham-slicer,a39287d1-f3af-4096-9826-1c000e8940a1
garden beams,8e84f346-f84a-4b24-ac1d-bc514b555607
emmenthal cheese,4bc9bbbd-5500-43ca-bbbf-0fbf9572317f
smoking units,2ccf96e9-dbf6-41a2-a83e-b0fb885a58fe
professional attire,1a03b0f9-2bcc-4a15-87c3-00edbbaea654
vegetable broth,eda26e8f-ed29-4a61-8dab-2fbd2bd42570
espresso coffee machines for the home,a53c66c4-537e-45d4-96b0-344519d06854
prcessing of medicinal herbs,20980d89-bd39-418f-9ecf-2be1f39f7838
agriculture of medicinal plants,0b12e50c-d40b-4c2a-85b3-7c7b32733c2d
echinacea purpurea,47388c38-799c-4043-8c28-c372d620d906
plant juices,a19cb276-96dd-4deb-a9fe-70b11d13cfd1
fresh vegetables and fruits,67c946e3-8433-4bc9-af84-131fc729ff50
dried sweet peppers,62911ff2-1ede-468b-95e9-fc4f37f3cf0f
broker of extra virgin olive oil,dcb47c9e-c6e0-47ee-97f8-991b3b6b69e0
customised beauty accessories,7bfa1b35-dcc8-4ddf-9516-2d02e39625bf
kitchen juice extractors,cfef1835-fe6b-4187-a0f7-687be1e71f1e
object restoration,a0326dd7-1516-41e2-9dd2-f9bb91849298
meat export,ca040055-2ce4-468e-90c0-18fd396d1bc0
fresh pasta products,70d2bd79-58b5-4621-b4c3-d30108c1c849
"feeders, automatic",88b5b5d1-698d-4a0e-8fc4-4f4689a3b816
fodder troughs for zootechnics,6fc7eff0-4962-4143-8d06-0f16f0c23ff7
ovine feed,69115bcc-20bd-4353-a636-e73c1e256bc7
scallion,599c6e91-118a-4d29-9710-beec1f9c6b8a
wood polishing systems and machines,76f15393-9f3b-4fec-9229-2695bc772670
woodworking machine repairs,3771d5fb-9380-4c68-812c-2d4a4c9562c1
software assistance,a7d33bbb-e58f-4d76-b686-42be54df5e15
electromechanical equipment maintenance,ab03da37-8ce2-44a8-a6e1-5795ae0283b7
temporary and casual work,597ce5ab-b287-4135-8e53-a0caf90a55c8
international recruitment agency for the fishing industry,5e344729-c0f9-4f05-a949-12c5706947a9
cooked salami,3d2a9217-01d3-4a24-945c-d0ff56350e92
greenhouses for market gardening,cb15a82e-2739-4ec3-92a4-fc6551d67ecb
food gelatins,23a1a2a8-4714-43fc-bb6e-3e6de4513f1a
agricultural milling machines,4bd88ddf-d904-4344-96bd-a5a960a35127
tracked harvester,aaf13283-6039-4403-83ec-aba8ea913348
freisa,2d1e0415-80f7-4629-badc-b2410709ed24
biscuits without added sugar,b42ecbcb-4720-4b88-9195-50ea8bbad7ef
healthy biscuits,a3b73506-8eec-41a6-804f-fd8cebe8c3a7
organic biscuits,26f44848-e177-486d-a789-d886f1bef739
orchard trees,67597109-0b45-4699-a04b-ce69a637e9dc
yellow beeswax,56dd25d1-3ceb-4501-943e-a6bae123475e
binding supplies,11fa6393-2cc7-4345-9c39-43312f830c0e
brazil nuts,171bc44c-a8c8-490e-ab62-8632611bdb73
institutional films,be781fcf-b158-4400-8b58-8c65c3ffbd23
woodworking - portable power tools,9542c068-dd92-44a8-a7d3-0a43c1067d5c
cold storage room,837440b6-71b1-4e5b-a3bd-8fe1a617bafc
artisanal,b6f285a0-49ff-45fc-8cb2-c00ede14fea3
nescafé,56b1299c-fb6b-4491-baef-0cdb21b1088f
custom-prepared cbd oil,201c2608-16b2-447a-b679-36400aef4016
cbd distillate,88badb88-f23f-4f39-8949-a3a5efaf79c2
cbd beauty products,0ac36e3e-e96c-4aff-a5b4-401b96618773
natural cbd,5b14ef72-1f0e-4bc5-b996-e810a9155589
cbd wholesaler france,3df2631e-e2e0-425f-8895-6e4e6b52e2ee
horizontal mixers,23d37a19-564d-48fb-9e55-e1daccbd5a81
einkorn wheat in bulk,ef96171b-f7b0-4e9a-9e02-da1103426093
einkorn wheat in big-bag,661cb1f8-ba5b-4f1a-863d-98609897b280
einkorn wheat from provence,083dcc04-db26-4938-b159-0b0e4a658349
industrial baking ovens,8ca26060-045c-4bee-abd5-96b1036e4a47
risers for pastry making,404f7e81-93d9-4db5-8d1b-1f4c868f82ab
organic apricots,f1238398-2aab-4634-a93f-ecf912eb8410
scientific laboratory on biological products,eda39dcb-6dfc-4454-a9e5-a90fe743885d
specially on palms treatments,30cd7fdb-8f04-46f9-b720-8c3d4573f235
specially to erradicate weevils,91d3ab87-ab7f-48c1-9495-16a94d7acbb3
trading in pulses,a08083a8-f694-4f4e-a007-238f8bbc38ff
kiwi plants,1be1ec74-ec09-4804-a7b7-dabc8940dfb2
precision scales for laboratories,45fda710-6b06-4bd4-8336-f4585bed3e12
professional scales,59a91dcf-700d-401f-b9b0-b4b63598d281
on-line financial services,d056c751-5abf-4852-abbe-3d9508e4aed1
pest removal products,adb4e54d-9289-4124-8e95-c35b643c8fcb
scarecrow kite system deterrent for pest birds,181f2961-ccd3-417a-b102-c330e1ec541c
beef processing,60553399-3e98-413f-88cb-f58a7be88b19
food intolerance meals,6afedff8-3110-487a-a7cb-9ea442f1dbcd
diabetes,43c359cf-4b42-4c4c-9dd9-68e229accda6
"gases, medical - apparatus and equipment",abe17045-f991-4cc8-a014-ad518d447820
application programs for public businesses,76197764-7415-4696-80cc-71edf8a410ce
double tube heat exchangers for civil and industrial use,331d81fd-824b-4418-ae93-fb45531d6017
export consultant,f6cf7573-0a81-4b47-8e55-29e1f803c58a
laser therapy,8393dad4-feaf-400a-b0e0-18605d009813
snowploughs and snow removal equipment,61e2d4ad-f21d-43cd-b0ae-310c77eb39d8
