,products_and_services,products_id,language (ISO-code),typo_corrected
1038,food-grade gaskets,fef29225-ec1a-4f06-9b10-729141434c86,da,food-grade gaskets
1039,rubber membranes,f4d67f60-2a48-4b29-90d8-5dc3abee0aa1,da,rubber membranes
1040,rubber items for industry,ed76a038-bd1c-470e-a31b-9864b5efa239,da,rubber items for industry
1041,bird nets,88d0aa37-991d-4570-b93b-44fc32c2498b,tr,bird nets
1042,centrifugal fans,2f9d5ab2-7590-47a8-b6dc-56ac601d2bcb,ca,centrifugal fans
1043,unwoven fabric (felts),87e2d047-8dc2-49c2-a3ee-e8a9c973ae97,ca,unwoven fabric (felts)
1044,windbreak nets,2dfd6b23-eca8-4b22-95a2-1ac208ec0c97,af,windbreak nets
1045,uniforms made up to order,8027ce66-de49-4046-a7d4-b730f08b3eba,es,uniforms made up to order
1046,woven net,bb0e7591-3a09-44ed-80ef-656a4a78b187,nl,woven net
1047,wood floors,7a54a07c-8ec2-482a-a7cf-598ca611afe5,af,wood floors
1048,solid wood flooring,bf4183c3-9534-4c57-87d0-f04525372b5d,af,solid wood flooring
1049,sinks,16e32c59-1afa-4e7f-a14e-07ff7ae14bec,fi,sinks
1050,mixer taps,cc58ca8e-aba0-4497-bdd9-cbad470a1ad9,ca,mixer taps
1051,tub replacement,7059ace2-0f30-45de-83e1-bb3cdc0c2fff,ro,tub replacement
1052,slab 60x70,dbfc8fae-03ae-4211-8a48-93fe3108bf36,so,slab 60x70
1053,marble agglomerates,61e4ce1a-55b6-44a2-ae33-0dee51e0fafd,no,marble agglomerates
1054,marble column,249e6021-3804-47a7-a40e-37f5106c5177,ro,marble column
1055,commercio di marmo e pietra in lastre e blocchi,83d774cf-1e65-4c7a-9da8-05a2eece3b28,it,commercio di marmo e pietra in lastre e blocchi
1056,"ladders, folding",76b82819-e906-45da-a55f-f4dba8af1696,da,"ladders, folding"
1057,sliding ladders,0dfa5652-a3fc-4aaa-b2df-89c2eb7df818,af,sliding ladders
1058,aluminium ladders,b89cc168-1f06-4d81-aeeb-b06ad0b4e4a9,ro,aluminium ladders
1059,veneers,39607a5a-2fbe-4d4b-9bfe-fab8808171c7,nl,veneers
1060,inlaid veneers,43edae09-af20-4856-ab72-7bd33bb7e6f5,nl,inlaid veneers
1061,wood veneers,6c9ffbdf-0079-4ddf-9fe1-3c6d0afa1d6b,af,wood veneers
1062,wood staining,a73ad951-3508-4580-8e46-deff1784c0cd,af,wood staining
1063,curtain rods,6e8670d8-040c-481d-b21a-62bd05670d33,ro,curtain rods
1064,garden tables,7cd4805e-bb80-46c5-9775-71f104d59d90,no,garden tables
1065,small electrical parts,f5bd986a-05dd-46a2-8694-c4cb0bb769ef,ca,small electrical parts
1066,small precision parts,613a5e94-a03c-4173-b4ab-4bf5a5dc4161,it,small precision parts
1067,assembly line automation,9ae62be9-c6e0-49ee-b669-f3e7d68b3aba,fr,assembly line automation
1068,microsandblasting,79a5b449-1640-438a-a7c1-cfb988ebd963,es,microsandblasting
1069,natural gas,7e6d8c3d-ae00-480c-bf71-87c1de052745,tl,natural gas
1070,betonelle,ee3a1ee6-e675-45f5-ab16-587488c7c046,da,betonelle
1071,cemento,8364d246-0844-4b7a-999b-62e2cc3d19f1,fr,cemento
1072,silicone-based rubber,1c399694-f590-4385-937a-d18b602c6752,it,silicone-based rubber
1073,compressed and liquefied gases,d3d0fc4b-173b-49d9-8d7a-19e2eca6ca8b,fr,compressed and liquefied gases
1074,"axles, vehicle",ab59ba39-f575-462c-9178-36248f06809e,ca,"axles, vehicle"
1075,cement manholes,436b6763-1ac7-4576-8089-ec9aeb3c99ba,fr,cement manholes
1076,concrete edging,a0a56113-1c80-4f4b-961b-979ead091034,it,concrete edging
1077,socks and stockings,1d560561-736d-4464-8eaa-123fd5f2c783,sv,socks and stockings
1078,socks,5118ab82-e1bf-4496-99df-808cc4be1365,sv,socks
1079,children's socks,85305717-3569-43f3-b5d9-3cb24d532c72,sv,children's socks
1080,ties,191b84c4-e632-4969-8134-af5a7ba8b360,lv,ties
1081,load cells,cfefc092-c89b-44a9-95cb-0ebc3348d18e,ca,load cells
1082,waste trade,68f08183-c3b6-447b-9383-089b618b3ba1,af,waste trade
1083,sealing rings,0b873533-c6c6-493e-9239-a1aafdbc6e09,tl,sealing rings
1084,wet sandblasting,41bed5f0-eb60-4265-b0f2-0a5853d517f0,af,wet sandblasting
1085,die-casting foundries,274dd7a2-ffa2-46bc-b6df-63af6bb1ec01,af,die-casting foundries
1086,equipment manufacture,e8284c6a-dbc6-4102-98c9-08b00ccbf8e9,fr,equipment manufacture
1087,aluminium casting,7374a7a1-7e9b-4512-8c45-4a5887edb899,ro,aluminium casting
1088,dance apparel,6ca3e02c-c613-487c-bf5b-88d4729639c4,it,dance apparel
1089,rhythmic gymnastics leotards,5a803ab5-ae6b-4374-a730-4f61fb315677,cy,rhythmic gymnastics leotards
1090,dance suits,5d5a601c-0958-4041-a5a5-fa27c85d6849,fr,dance suits
1091,dance pants,9bf624fc-5ba8-43ca-b58a-b230cf0f863a,fr,dance pants
1092,dance tops,e0508461-b951-4cd8-b9df-fa45435a39d9,fr,dance tops
1093,dance tutus,b8b1a8bb-03a9-4c56-9cfb-8685ec5ea8bb,fr,dance tutus
1094,load carriers,f03c2a0f-8eb3-48ba-9fee-3fb7795691dd,es,load carriers
1095,epal pallets,41a04dba-5e03-4a5e-9e0f-08d5718d6659,ca,epal pallets
1096,used pallets,24c1452c-1731-41c1-af7b-1938a0009d07,et,used pallets
1097,bearings,877b9c9b-8856-4712-9d28-84d0daf641ca,id,bearings
1098,roller bearings,cc4a754c-0ae2-41f1-b04f-54ff4e394e9f,da,roller bearings
1099,rolling mill bearings,daf6a670-7bb1-4c4e-a41f-9b669b3dc5c0,sv,rolling mill bearings
1100,spark erosion,59eb66c9-492d-419f-8a23-ed1f242d9dbb,da,spark erosion
1101,satellite forging,e3f232a6-f324-4d7a-8692-c0e4f87a0662,no,satellite forging
1102,flat coat moulding,877a208b-eb4e-4a04-a453-4421c6807c6b,ro,flat coat moulding
1103,silver necklaces,5f29cf23-0a9b-4e8c-b83a-0e0eee3e9484,sv,silver necklaces
1104,silver pendants,89aa3af9-20d9-46b1-b60c-4316b061af9d,no,silver pendants
1105,made in italy handbags,bd4e3b75-766a-488a-825c-e4f7454d63ae,tl,made in italy handbags
1106,italian bags,b0e0bc08-9851-4b78-8a6b-f714ecd89a8a,tl,italian bags
1107,vegan bags,37a00f78-563e-4acd-b9ac-e0d9d948b4bc,tl,vegan bags
1108,bag manufacturer,31b0d04b-99b0-4cb4-85b5-8d7178b44dd7,ro,bag manufacturer
1109,clamp,2890138d-500e-454b-90c2-ab2376fa10c1,es,clamp
1110,grinding,d4e0f2a8-afd7-4853-8360-8996fba164f2,af,grinding
1111,business risk management,2bd9efae-cfff-4522-8a63-fec5ede51879,no,business risk management
1112,wallets,907a74ce-22ca-4a83-a308-eab32f845361,af,wallets
1113,key-rings,cc228c36-849a-42ce-9ed6-2f18daf54d81,da,key-rings
1114,iron and steel strips,73072293-8971-46c6-a27d-da791d674640,af,iron and steel strips
1115,galvanized ribbons,10b18528-34da-4329-b26a-4c78d013ee89,sl,galvanized ribbons
1116,surface treatment,e4034de7-afbf-46c6-ba5e-b54ef89c1ff6,ro,surface treatment
1117,forklift trucks,853eca77-5fb6-47bf-83c8-9b96526499ca,da,forklift trucks
1118,lift truck sale,166de6f8-8418-4e5c-a099-d5c6d47151e8,sv,lift truck sale
1119,industrial sweepers,bdaacaad-52d6-4aeb-92d0-a069fd37499a,af,industrial sweepers
1120,pavimenti industriali,9f7119ba-e5ac-4330-997a-0c04b93edadb,lt,pavimenti industriali
1121,levigalux,3919341d-1dc1-4420-85fb-4343910865d5,et,levigalux
1122,batteries for solar panels,0a1f6354-844a-496e-8d14-83ed7d5acbaf,no,batteries for solar panels
1123,camper-car batteries,c6c00fe3-8e6a-4b3f-9058-a9ac6db2eab8,it,camper-car batteries
1124,automobile batteries,3a258c15-6048-4f22-b171-8eb8d7ed9640,it,automobile batteries
1125,rubber wheels,fbbeffe9-3737-41fd-afcd-9680edac61c6,nl,rubber wheels
1126,industrial dust exhausters,d7a1524d-ac03-4c43-9c7f-506d62041280,de,industrial dust exhausters
1127,garden disinfestations,cec98b9e-9097-44f3-8c0c-37dc4816907b,sv,garden disinfestations
1128,maintenance,c12d6346-3fd7-4d5e-8a50-baef0d029819,pt,maintenance
1129,"disinfectants, non-medical",5c4b609e-bdbe-400e-be64-f01a39c087a9,ca,"disinfectants, non-medical"
1130,artificial lawns,ddf6eaa1-c8aa-4fe2-a7c1-57e1af0061c4,ca,artificial lawns
1131,creating hanging gardens,325f3b66-51f1-464c-ae69-10572b04d155,tl,creating hanging gardens
1132,solar panel assembly,2949f619-a5ba-49d6-955a-b211461b431f,it,solar panel assembly
1133,fire breaks,1122154e-55ac-44c3-a6e5-8d3e365bef37,no,fire breaks
1134,passive fire protection,a168509d-a35a-4603-81b6-0cdfeec82215,fr,passive fire protection
1135,floor-standing safes,ba43db1d-bb67-45ad-9fb9-6507a867ad7c,af,floor-standing safes
1136,wall safes,182417a7-c37c-4990-9190-5dd9d4106417,cy,wall safes
1137,wooden chairs,cb7aa1d6-8a4a-4b51-8ba6-eef7ce982030,nl,wooden chairs
1138,wooden tables,5d9e567d-78fa-41e3-9716-536aa12955bc,af,wooden tables
1139,room partitions,3465b526-c0e9-42b6-bcc3-cf41f791719b,fr,room partitions
1140,refrigerated transport equipment,e8714894-0b15-439a-9ac0-0184cca64536,no,refrigerated transport equipment
1141,stainless steel hinges,e658387d-ee5b-4e9f-b6f7-1d9f2c4da533,et,stainless steel hinges
1142,hanging systems,75bf57b0-974a-4a1e-a9bf-eab92860b5f1,tl,hanging systems
1143,sinks with waste disposal,b0a48a84-3502-4685-b9a8-36fdc27a75ec,af,sinks with waste disposal
1144,waterproof bottom basins,c1ed9ae9-df87-4650-a02d-77f03eb7505b,af,waterproof bottom basins
1145,stainless steel kitchen sinks,93cdf312-48e5-4992-9084-5adedd215d56,fi,stainless steel kitchen sinks
1146,colormix mixer taps,d48925ea-9f4f-44b2-a2dd-883d186b0378,ca,colormix mixer taps
1147,steel sinks,650a3946-547b-481c-a6bd-38ed8c0df1e3,af,steel sinks
1148,stainless steel mixer taps,eb8ff86a-0215-45b2-9c11-48c1f517f640,et,stainless steel mixer taps
1149,washbasins,6389a1c9-b915-4bdd-b316-df27ff1d2587,sw,washbasins
1150,tubular steel radiator,f6279f63-1405-4f1e-9b74-de82e66b2bd3,ro,tubular steel radiator
1151,resin quartz,8efb747f-784d-4478-b1b3-c622b29723f3,ca,resin quartz
1152,gas fittings,a00065a1-ffb3-4729-b2e5-91a4643809e2,sv,gas fittings
1153,valves for sanitary fittings,ffda1323-8b0a-49ec-9b1e-177c2496f877,no,valves for sanitary fittings
1154,gas pressure regulators,6a6286c7-0b63-4da1-813c-e2995d63809c,pt,gas pressure regulators
1155,tube joins,b06bc0c5-977a-475f-8d06-01197195eb3c,fi,tube joins
1156,water valves,7ea6e364-e93e-4ea5-bb54-900a8dc396f3,af,water valves
1157,safety valve,634d1e2e-3dd6-4018-b1d1-51fe2078b911,no,safety valve
1158,tap accessories,a5e56252-c91c-4dc0-b656-fbc4e6389dc3,it,tap accessories
1159,moulds for engineering goods,bea24041-bf99-45ba-87e6-adafe9e421e4,da,moulds for engineering goods
1160,garden taps,0955aab4-6cb2-45a1-8544-ffb7d56bb124,sv,garden taps
1161,brass handles,67186c76-13c6-4085-be03-fd5c0f8e3961,no,brass handles
1162,hydrogeology,40e57cac-dcee-4eb8-9f32-477b96d1d4e4,cy,hydrogeology
1163,refrigeration plant and equipment de-icers,b2f546bd-f7c1-4701-bcae-942ea2f05269,fr,refrigeration plant and equipment de-icers
1164,environmental law,39abc1f4-8344-4bba-afa3-5d08cd6dbd0c,ca,environmental law
1165,insurance assessors,b0a96088-0b78-4a1d-a5cd-9a23d3bcf5c7,fr,insurance assessors
1166,independent experts - damage assessment,bfe0c674-3164-4e57-a466-38ef0bdfed27,nl,independent experts - damage assessment
1167,business communication consultants,9b5b9202-eb07-41d4-a5a4-eda30d8cf05a,fr,business communication consultants
1168,bullet proof vests,c6ac3c92-6c8e-4a12-a047-ff0727d2d8c5,af,bullet proof vests
1169,national transport,94a41685-b521-48a7-a401-f2f00185e450,it,national transport
1170,funeral transfers,20787196-e717-44b9-8fda-5ad4da8e601f,no,funeral transfers
1171,ambulance services,2109ce7e-17fb-47a3-8d57-078ec6b687d6,ro,ambulance services
1172,document procedures for cremation,412ed5a6-8931-4a77-b00b-d56e880c2069,ro,document procedures for cremation
1173,"towers, metal",bb4a2798-d4ec-46ff-a98a-f9fc706dedf2,af,"towers, metal"
1174,gas radiators,d76ccbdc-eb17-4aef-9ae7-5d182589c5e8,lt,gas radiators
1175,autogas,b02cdb97-710a-4a72-b3b2-84c6d807e14a,lt,autogas
1176,nozzles,7a436da5-a855-459f-a997-bb2a53e869eb,hu,nozzles
1177,chauffeur service tuscany,fe605ab0-b3fb-47bc-87d1-39de64a9195c,fr,chauffeur service tuscany
1178,pisa airport florence airport rome airport,fa520e1d-f461-46a8-ac63-987175aca8b9,fr,pisa airport florence airport rome airport
1179,piombino port livorno port civitavecchia port,87f74d45-1557-4d1e-b0db-11faefdb6c91,it,piombino port livorno port civitavecchia port
1180,elba island punta ala castiglione della pescaia,7b0c1301-f288-4cfa-a3bd-343702073dc0,it,elba island punta ala castiglione della pescaia
1181,raw ham,2f494991-b493-48c6-9abe-60237aa47992,cy,raw ham
1182,bridge filters,e6e2e349-c275-4e83-9347-ac2b8083a9e5,da,bridge filters
1183,fibreglass pools,4ed5354f-483d-4500-bb04-95fab296a18a,ca,fibreglass pools
1184,pumps for dense liquids,c72fee21-5324-4a55-9768-cb20d3d730e3,fr,pumps for dense liquids
1185,tennis courts,8fd6ab6a-9749-4a2a-a097-1f56bec05e67,fr,tennis courts
1186,tennis nets,0e2f8342-07f0-4cb7-a310-367c2c639fb6,no,tennis nets
1187,tennis - equipment and supplies,c05fdfde-c835-4204-9d45-96ba8a5433d6,fr,tennis - equipment and supplies
1188,tennis gear,0a82aa70-77bd-47b7-b6ce-799512ebec2a,nl,tennis gear
1189,tennis court design,e394fdd4-c993-4e3d-9a50-52fa8ab811a1,fr,tennis court design
1190,special alloys,5868e5b6-d334-435b-824e-7a3837bfe406,it,special alloys
1191,hot working,60bbd815-aa0a-428a-a1a2-0606f1886457,af,hot working
1192,carbon steels,5d783b72-c91c-45d9-8f0b-3333771b2b9a,nl,carbon steels
1193,alloy steels,de984624-31ff-4c95-93d1-01fa9f225f80,fi,alloy steels
1194,titanium,12e216ff-cb7a-47de-b55c-5febc8245cfe,ro,titanium
1195,nickel,667d908f-7ff6-4942-845f-3c588d2e960f,sk,nickel
1196,gear teeth,dc729a2e-e3a9-42d0-8a1e-68a2330d9c65,nl,gear teeth
1197,gear manufacturing,afd3abfd-2242-4e59-9968-15612b8b7395,ro,gear manufacturing
1198,industrial dismantling,3bceb79d-504d-459c-9a04-4b269a8d0833,et,industrial dismantling
1199,paints - production,8953faad-72b6-4438-82d9-4b1172df793a,fr,paints - production
1200,villa design,1ec6b4a3-a8d2-4bc0-a448-400c2bcbe4e0,it,villa design
1201,public space design,0d63a02a-3a67-4400-b87a-68172ad08f47,es,public space design
1202,minibuses,93f12e55-2ea9-4e67-81c7-1dd5f4f1e10d,et,minibuses
1203,goods lifts,d7866c50-8df7-4b53-9f7a-225b8927dc23,da,goods lifts
1204,freight elevators for lifting goods,de950aac-a600-4ba4-bb85-e7940c03ccdc,da,freight elevators for lifting goods
1205,lift door producer,d02b227d-f981-41ac-9566-9acd52ddb1cf,ro,lift door producer
1206,lift doors,d3adc5f3-fe33-4b42-a4c3-908380096462,nl,lift doors
1207,lift structures,b72a57ba-ea4e-447f-a5d5-45eb4ade369f,ro,lift structures
1208,metal elevator doors,b10d024b-7830-4495-b222-d6782917db7e,nl,metal elevator doors
1209,4 leaf doors,4a587a87-1156-4b1d-bca0-5e9920fc3f00,af,4 leaf doors
1210,2 leaf doors,0c0c1a05-d2b0-400d-bef5-0e465de13e29,af,2 leaf doors
1211,"steel, carbon",7f76e46f-c546-4739-a320-bfe54672a825,nl,"steel, carbon"
1212,hardenable raw steel strips,bd5c01cf-371a-470c-bc1b-9793d387031b,nl,hardenable raw steel strips
1213,carbon steel strips,a852e68c-4352-4e4b-b4b1-a0bdce10fbf8,ro,carbon steel strips
1214,hardenable steel strips,6b0b67c5-ce2a-4ebd-ade8-19457cf19317,nl,hardenable steel strips
1215,steel strip on rolls,9a9c4bf4-d287-41f0-9027-0cff0c5f509f,nl,steel strip on rolls
1216,crude stainless steel strips,efc97c55-e2b0-4022-886d-762173f7dc2e,fr,crude stainless steel strips
1217,hardened stainless steel strips,6846058f-ccfb-4fe7-87bb-2a8a4a13c2d2,no,hardened stainless steel strips
1218,aluminium rolling shutter,f3b030ba-41ff-41b1-b3b4-fc929d399289,et,aluminium rolling shutter
1219,filtering unit panels,dded6535-b24a-47c8-8cfe-78bf60b813ef,no,filtering unit panels
1220,noise abatement,fbb16d76-f4e4-4d8a-80a7-b7b5cca98986,fr,noise abatement
1221,elastomers,3ba033ec-515f-49f9-9295-d98bfffaa9be,es,elastomers
1222,aluminium adhesive ribbons,804fa7e1-6260-4e36-a833-6eac09cef275,ro,aluminium adhesive ribbons
1223,machine mufflers,8b3e3bf4-bd5e-46fa-aaed-82835662a2b1,de,machine mufflers
1224,silencers,da332e76-8fb0-4a07-90fc-a4a0b688acb6,fr,silencers
1225,gymnasium supplies,a998e231-5437-46a8-8738-6eb1954d5e0a,lt,gymnasium supplies
1226,produzione impianti e arredamento sportivi,2ed02b64-8013-4d81-9d56-7e63cfbd8b08,it,produzione impianti e arredamento sportivi
1227,games room,ee710c39-d3a5-4b06-b490-63144f0229c5,af,games room
1228,golf,9c862845-f966-4feb-94f8-459348fd244d,cy,golf
1229,sport indoor,b82ef9a9-e575-482d-bc1f-7b432e1cb898,nl,sport indoor
1230,restaurant,46f3fdfa-a365-43d4-af46-e50a34eca469,ca,restaurant
1231,church bells,151d460c-c282-46f7-8cad-4270c696dee3,de,church bells
1232,bell maintenance,e7eb22c2-6912-495b-b3bf-cb21644045c8,it,bell maintenance
1233,carillon,b0ced39e-7f7c-45a8-b93b-4d4f6f58fd68,it,carillon
1234,led fluorescent,2fb0946e-2b7a-4bf0-9659-351e4cb4e758,it,led fluorescent
1235,led lighting systems,205bc8f9-2c56-4c1d-abc3-b6ce48c21727,da,led lighting systems
1236,elastic braid,87376fa8-4687-4bf4-a72b-c31f07a35034,ca,elastic braid
1237,safety nets,248f16ca-3a25-4a5a-93a5-4e65e5fa2b1f,no,safety nets
1238,plaques,49216f29-5610-44bd-ab39-82985764743a,fr,plaques
1239,ristrutturazioni,4bac7c36-bc3c-42c0-83ef-8ab466512a41,it,ristrutturazioni
1240,costruzione,cdf6bc7d-996e-422a-adcc-5c2141e39fe1,it,costruzione
1241,garden umbrellas,8e246def-c96e-400d-9735-22aff7dc4a59,es,garden umbrellas
1242,rectangular parasols,02d64739-28fb-4e40-b9ef-f71f8270cf63,ca,rectangular parasols
1243,custom-made umbrellas,a7f7d150-ea64-4d62-abdd-e12ad18f399e,pt,custom-made umbrellas
1244,cafe parasols,8cca7c83-d5c5-4308-b22a-3d53f4ed525f,es,cafe parasols
1245,"blankets, bedspreads, duvets and eiderdowns",b8ec9eb4-579b-4793-8180-03bf75f4f9ed,da,"blankets, bedspreads, duvets and eiderdowns"
1246,hi-fi and stereo systems,71913f2e-380a-44a5-8728-2ce570b08090,da,hi-fi and stereo systems
1247,transmission elements,abb8fc55-3071-4569-b78f-1529af96e51e,fr,transmission elements
1248,pvc tubes,8348b35a-07ee-41fc-9ae6-f5263676b72d,sl,pvc tubes
1249,working polystyrene,35a40de5-9a36-4c6a-901e-b8429aa034d4,pl,working polystyrene
1250,fibreglass laminates,b4bcdf4a-238b-417d-996b-2061e12e4634,ca,fibreglass laminates
1251,pipe lagging,79760091-8933-4ca7-8cf0-8be85aace847,tl,pipe lagging
1252,isolare - risanare - proteggere,0bee4ad1-c70d-4157-86c1-eef51297d6f5,it,isolare - risanare - proteggere
1253,street mirrors,baf4a44b-cb2a-4a14-8b30-42943520a903,nl,street mirrors
1254,wooden garden benches,6dfeac85-6ad3-4766-a849-0e91fca2c8b2,nl,wooden garden benches
1255,baskets for urban decoration,8ae76f48-79ed-48df-beb1-a549f1a65464,da,baskets for urban decoration
1256,signage,5842e328-5190-4f5c-bd4e-af28771bf517,tl,signage
1257,glazing,619113f9-74de-4221-8941-32cf3869f968,hr,glazing
1258,metal fastening pins,78a0bd7e-8837-4cd7-bf0b-a85020dfce3f,no,metal fastening pins
1259,metal hinges,f38c7764-2559-4f70-bb34-fab0a0632712,nl,metal hinges
1260,ventilation,d6213893-c66d-44d4-8b25-72de2945c36e,it,ventilation
1261,axial exhaust fans,2d0e77a4-dcf3-4d3f-88cb-857328af53fd,fr,axial exhaust fans
1262,large format digital printing,926c479b-b0f8-4978-a294-22cf64062328,ro,large format digital printing
1263,keys,dacf5beb-0a63-4b95-a6e1-a576d9fd1260,so,keys
1264,plexiglas display cases,f9799267-449b-4475-b92f-7f909d4f19a3,es,plexiglas display cases
1265,supermarket furniture,60bbb668-cb6c-4d92-9112-b07de7965bb2,ro,supermarket furniture
1266,slicers,d233cef4-dea7-4251-9cd3-98aa7756d24b,sv,slicers
1267,advertising design,0559bb96-7101-4d0b-9b55-eeb6fbfdc3f2,da,advertising design
1268,advertising stickers,35fe2384-efbb-4568-befc-86c696f7460b,sv,advertising stickers
1269,adhesive,f6c083d7-0e96-4027-8874-b1bb1bbcbd4e,sq,adhesive
1270,sofa beds,6c231c12-f212-4047-b227-7ba648c0ef64,da,sofa beds
1271,modern sofas,05ea0dfe-275a-4722-a8ba-d9438047ad3a,da,modern sofas
1272,"fasteners, metal",9fe83b38-d85a-46e5-8d30-6105341d1dfc,no,"fasteners, metal"
1273,tailor's mannequins,520b4dfe-922f-44c6-8447-c46067c63698,fr,tailor's mannequins
1274,energy performance,9f511c5c-891a-42d7-ae4e-de15782adb3b,da,energy performance
1275,biscotto di sorrento,f4b2cec2-710f-4649-be47-46ebd193a399,it,biscotto di sorrento
1276,versatile wood-fired ovens,676cbb7e-d7a5-4025-b388-27e519f502e2,da,versatile wood-fired ovens
1277,neapolitan oven,c5fee604-6245-4f7b-b951-c0cfe3258dfb,it,neapolitan oven
1278,kitchen hoods,b5226ca9-9d54-407d-b2d7-f49fe88c9b0e,nl,kitchen hoods
1279,tunnel ovens,d959d29b-3a7f-4416-ab6e-bd4b0dfe7f3d,no,tunnel ovens
1280,ovens for pizzerias,b86e7c13-501c-4e4f-a668-659ccf935a05,da,ovens for pizzerias
1281,gas ovens,638e2447-3917-4e07-a356-2809e2a9214f,no,gas ovens
1282,garden stoves,64be00fe-78d8-4a85-bb1c-e159b4988613,no,garden stoves
1283,brick oven,cafddc01-f4a2-4d4a-9fb9-486ed85822a1,sk,brick oven
1284,incontinence pads,ca214036-d226-454e-8ad4-cd80d517db0e,it,incontinence pads
1285,baby nappies,7ecd1879-3f94-4760-a43f-739576f66ce1,tl,baby nappies
1286,absorbents,f22cb3fe-a072-4cda-b223-780b487a7fab,de,absorbents
1287,propeller repairs,8a49ddda-e6bf-41c4-aa19-553b0d718fbc,fr,propeller repairs
1288,alumina,9b8c3c40-75b1-483e-b41b-5504dc7a6779,tl,alumina
1289,silicon carbide rings,4b329b59-eb96-4cd1-b78f-f275747206f2,it,silicon carbide rings
1290,mandrels and tailstocks,1e8750dd-64e9-486a-bd33-de0795199b48,sv,mandrels and tailstocks
1291,lid manufacturing dies,251d4346-aafa-4703-9e1b-05f09eb2bf4a,ro,lid manufacturing dies
1292,mandrels,8f9294d0-5ad1-4831-a1f8-e355956d77dc,da,mandrels
1293,measurements,adbf3f6d-b9b5-46e1-abf9-df2340c59bbf,fr,measurements
1294,industrial agitators,091100f7-ce64-43e5-aa0a-a3897f6371c5,it,industrial agitators
1295,electric razors,e1b1d204-fe6f-484f-a3c4-69af77158079,ro,electric razors
1296,hair dryer,ffec3910-263a-4397-b282-83929029dc76,cy,hair dryer
1297,lady shaver,e09aac7b-791c-4cde-81bd-c5390342aedb,sq,lady shaver
1298,deglazer,e0caebca-ae3b-445d-9d5a-c45847fece19,it,deglazer
1299,slide-trolley furnaces,23484965-e6f6-43ba-b6d1-4dcb2e2539e5,es,slide-trolley furnaces
1300,capodimont porcelain,d337d079-b26b-44e7-85d3-34a08f0da31b,it,capodimont porcelain
1301,table centrepieces in porcelain,a9d21fb3-6eff-4dd7-8ab9-51b9994fceb4,fr,table centrepieces in porcelain
1302,ceramic firing,88f4523e-1cc3-4d22-8656-743ce96bfffc,ro,ceramic firing
1303,diy articles,44a1f1ee-0b65-438d-9154-ecac39e8f3b7,ca,diy articles
1304,florentine terracotta,115a6beb-42cc-44e5-b17b-b21fcc424303,it,florentine terracotta
1305,art objects,349cad4d-038d-4af4-ba39-9415433e365f,ca,art objects
1306,antique art,6f426caf-3fcd-4ebd-9b5c-b3d505e6138a,fr,antique art
1307,worker training,ab86acaa-aaa0-4613-b69c-3e9dfb84f512,af,worker training
1308,"slings, hoisting and stowage",8ee34019-ee5e-4bc9-acc1-53b39eeb665b,af,"slings, hoisting and stowage"
1309,statues,4b2805f9-cb9d-48e4-918b-6f55f806193d,fr,statues
1310,supplies for blast furnace plants,0b71f71b-a6b8-4b5a-8eeb-f327b479c876,fr,supplies for blast furnace plants
1311,o-rings,b9ad7b96-564b-4589-ba08-384463dfce5c,tl,o-rings
1312,o-rings for revolving shafts,51f79646-0937-4e83-9701-0e2c113bcbcc,no,o-rings for revolving shafts
1313,seals for corrosive liquids,983ae493-4937-4b52-b41b-126457e5886d,ca,seals for corrosive liquids
1314,calcium carbonate,91daf5eb-46dd-4e01-ae6f-8c336eff85d8,ro,calcium carbonate
1315,cnc accessories,1b504c0e-7491-4109-a2d7-221252efd1a0,it,cnc accessories
1316,disposable articles,ee8f4e12-4b4d-42d0-bbee-aa3f26bf6baf,ca,disposable articles
1317,steel fibres,78fd6f91-d33d-4bbe-abf4-9223cb809206,af,steel fibres
1318,polypropylene fibres,5674a3ba-14e0-416c-b5a6-e34f8605d44f,no,polypropylene fibres
1319,waterproofing geomembranes,a1f12815-cee7-4619-a51a-4ad188138173,af,waterproofing geomembranes
1320,extrusion lines,c94b9600-dfa9-43fb-b460-a993d14de592,fr,extrusion lines
1321,industrial bending machines,c8b92adf-f63d-4c28-be1e-181bb4ad104f,de,industrial bending machines
1322,co-extruders,32166adf-5d51-44c1-ba69-2482e52fcfa7,es,co-extruders
1323,extruders,6ced5adb-78e2-4297-b919-232df193c9e4,ro,extruders
1324,cast mould design,2ee2eca8-1ee6-4592-ba22-a0b420069154,fr,cast mould design
1325,5 axis milling,d56f3dcc-6332-4c49-8a0a-c76b217932e0,et,5 axis milling
1326,composite aeronautical parts,49fca490-2e32-4d08-9101-7ef4add5bf4a,it,composite aeronautical parts
1327,silicone moulding,51302293-9e75-49a8-853d-764ff938b51c,it,silicone moulding
1328,cranes,cc63a084-fd07-4e91-a9c5-9d805c5e6531,fr,cranes
1329,die shoes,05f6a9c8-e423-4d9d-a0e2-cb199a3a78c3,af,die shoes
1330,moulds for rubber,d6277d96-72c5-4eaf-915d-2a57025eb802,da,moulds for rubber
1331,aluminium moulds,547e7ee8-b858-4ce7-b16b-6c9dcd6b70d0,ro,aluminium moulds
1332,abrasives for marble,08234459-cd73-4afc-bd28-e4b444633694,da,abrasives for marble
1333,liguria marble,57d3e9f7-10fd-47b3-8689-af570536f4df,ca,liguria marble
