Unnamed: 0,products_id_x,products_and_services_x,EuroPages products_id,EuroPages products_and_services
848,9f7801b4-c574-45d5-8d6e-4b449828fae1,collection of special waste,415a74cb021d3176b9e81e3d638b7446,collection of special waste
849,3cb7b5d8-b8fd-4b45-9e3c-d91d4abba00c,toxic and hazardous waste collection,b3b050419ce7c39ee9e2c7ff2ce84bf5,toxic and hazardous waste collection
850,c0dcdf6a-29d1-4ae3-b39d-c771e9047df1,waste collection,2ab64a283210d167cf7a4afe259af40f,waste collection
851,85bc53e2-b6d1-4405-b8a7-cb50fe99858f,recyclable waste transport,f96a58d919bfc52011de3cfc09ec2526,recyclable waste transport
852,83b1767d-f576-4e15-b66c-edd2556c2e2d,clearing methods,425c68c3952fb3c169664096a53adc6b,clearing methods
853,a046965e-2a05-48f1-9c1d-210905ba597d,clearing land of asbestos,,
854,c3fccb43-e368-475e-85e8-f290ea719845,equipment for removing and combating dust,,
855,5024d8df-443f-4100-8392-cf14746f1424,asbestos treatment,d7ae96ac948d0fcc032c44c602c604f5,asbestos treatment
856,6c276563-e948-45ac-be5c-0309271c4da1,aerial platforms for the building trade,5b115ef0740349d8c46e4f8825fa0604,aerial platforms for the building trade
857,ee49579e-631b-459d-bd17-19f9db935db6,accident-prevention equipment for workplace,c955e8c646274e7fbde3561ee5df88b7,accident-prevention equipment for workplaces
858,6d5bc1ac-3441-4003-929b-bf7feb8f5ea1,construction chemical additions,8e99a5e4d7256ef22d388395d1de1177,construction chemical additives
859,b1f032a0-59d9-432b-9542-e97cbe8b2d48,earthquake-proof construction,763e5df32934f7703dbaa7e5c4733991,earthquake-proof constructions
860,2229f40e-a072-4620-b4d0-aeb63ad0288b,truck for site work transport,b6bfbc93cce47243ac6eed12de40ac7a,truck for site work transport
861,5b2255b2-62b4-485c-b579-b5a4cd85158c,manufacturers of water purification equipment,3dfd64c1a4d1abf2923b752231d1fae2,manufacturers of water purification equipment
862,caf71da6-f217-4ab9-89d4-a2daefdd70be,pump accessories for concrete,c776351211c557e63ba0269025331652,pump accessories for concrete
863,2bf4592a-41f6-4185-9bf0-e70cdb60bd6d,demolitions with explosives,9843885086b19a37ea0634602d74723d,demolitions with explosives
864,b859bc22-d071-4d1d-a05d-92c42cfc4c0e,autoclave for compounds,5e71dd071fd8330b5fcc0ed6a203b495,autoclaves for compounds
865,fbd6c064-0cfd-485a-8880-ce979d812b15,manufacturing of electric resists,f17410a39d4c106570f5f35b654f7ca2,manufacturing of electric resistors
866,8ac57a83-3906-4a9b-a91a-84360ed2e23c,motorcycle parts and accessories,2aab125e617cfeba1cfe5b307dc0c006,motorcycle parts and accessories
867,8975eff5-8a93-4f8a-9918-10f666dc2396,used car accessories,106244bc7b1dc259a40467dfc3bb79f0,used car accessories
868,ca83ba0f-32de-48f2-be9f-72bc4c9b684d,plastic explosive charges,ebfcfe0c4a96dac56aa8f65c8f2118c2,plastic explosive charges
869,efc18dee-7a43-4b56-81cc-714b6d7a1914,machinery and equipment for demolitions,530dc3a7e4aca2c380d3a6fec7135d2f,machinery and equipment for demolitions
870,41eb2ed0-b5b3-4fc1-98fa-c1321705beef,crushing machines for desolation,d312850039f757c26cb4f03c4aa0edef,crushing
871,c39f95bc-fc22-4c7b-ad89-599040c640e9,cutting machines for the building trade,776ee1f7ecf773f041e37e3ea63beb50,cutting machines for the building trade
872,720c2392-018e-4da8-8514-7926eb8742aa,ships for the construction industry,,
873,be2b9ee5-3296-470c-a097-2214ef0ef487,crushing shippers for demolitions,,
874,373b3f84-2a7b-4558-8b7f-237feaa4f13e,construction of atomic and antiseismic shelters,b6ec9f0b6bc3a55928dd6c4be7fd53f8,construction of atomic and antiseismic shelters
875,69789cb8-c4b4-4eb4-b737-880a422d9b01,outfitting special vehicles for civil defence,3543d7cd4bba90f60971bb4fbb7aa49b,outfitting special vehicles for civil defence
876,ead1df45-3e72-471b-a948-cb4382a33c19,deep foundations,987a32b414e20f80f3c7263df12fa546,deep foundations
877,ab2d0ead-b093-4a5c-add0-85e03198e893,contract roasting of coffee and related products,69c172344fa8fa8f32a1e8f66e986dd9,contract roasting of coffee and related products
878,6c48e78a-278d-460c-bbdd-2d0f7090e1f8,roasted and refined coffee export,6591df296b4f4342e63abc72a859879b,roasted and refined coffee export
879,09e5089d-baec-4e55-a845-bb2749172dc9,on-line services - advertising management,55e4da1fa80e9988672802add1245c43,on-line services - advertising management
880,8466f018-2b4f-4733-a09a-87bc855ebfd5,foundation works for civil and industrial use,b6e848fed93afac939838695b7a2f833,foundation works for civil and industrial use
881,c15261fd-d9a4-4ba0-9d2b-422a95299521,building infrastructure,ec98289eaa4c65783efd52433b079de5,building infrastructure
882,41c9eb32-8d83-4ffb-af9c-81a88fd19ef6,lead and abolishing floor treatment,,
883,005771f5-27cf-412c-a669-a6a12b805d42,wood harbors,6e4dd7ce4ea3c1d4a90edb289e22da98,wood
884,c18b1640-1dc0-4d0e-b367-d2079bd0e057,structures in galvanised steel,35a651004918531a4bd899e9a30deca3,structures in galvanized steel
885,fe603baa-82fa-4121-9d1b-8efa76bf2760,breathable waterproof membranes,673abc599dbda429d08d7d124099821d,breathable waterproof membranes
886,ac6c5485-94a3-40d6-982a-9a4d0100c216,residential looking work,87e962cba3dd1134d1289a6f5ebd172a,residential roofing work
887,ed53f60a-0259-4c99-9332-5ba75ba9273c,cane for pergolas and gardens,a195a8e8e457201a9eb781464d4d1354,cane for pergolas and gardens
888,7912b106-7601-4151-a3ee-e3767d073a31,key-pattern sheets,ad4fc91d4b32e5e39ff22072160909ce,key-pattern sheets
889,07636976-d812-4127-a7f2-d5b08d88bde7,aircraft assembly platforms,,
890,f192ace4-f514-4775-90f5-c109dd484ed5,aircraft manufacturing cells,,
891,a5ef9950-cf1c-45bb-94df-920238dbb866,industrial waste,278a8b8ca26f7819790f464029e320d9,industrial waste
892,34df6f36-825b-417c-a5e3-8075b96695a4,drain clearing products,79ec6090b80aa201d29646b10d7fe278,drain clearing products
893,770dc485-77cd-42eb-9a43-165a67c6ff2e,septic tank draining,04034c5c594eac008f03480238082010,septic tank draining
894,a737ed5b-e3da-40a8-81de-cc2da4799078,polyurethane foaming,285eacde28c5ba5eccf89f415f8bedf4,polyurethane foaming
895,aabf5614-85b7-48f1-9b02-ba3b9036764a,polyurethane scenery accessories,88f89f70e05a84a191a8bc2efa9ec526,polyurethane scenery accessories
896,20e1b5d9-904f-4926-ae01-19308712378b,reproof products,,
897,176abef0-ab06-4435-8405-d8494d3f56ea,fixed scaffolding hire,3014626192dc7093df3b1024afdb3096,fixed scaffolding hire
898,581bad40-8ec0-4196-892a-aaa8b0bd435b,erection of support scaffolding for the building trade,2ea75a53cad7e6e889ea3e0221018e5d,erection of support scaffolding for the building trade
899,66b63740-8496-4889-b6b3-7dd58e333199,erection of support frames for the building trade,a53e0dd0728ecfb756d978e0a03f610c,erection of support frames for the building trade
900,d3f1fa60-8c87-44f5-8f07-e3c94a87578f,cork,002c887b8369e59e6f58a5d06a8d0817,cork
901,b04f931c-6aac-4526-b4f6-debd0c6ebf64,metal cleaning,c270d410fd24fbd213c9f630c418bef6,metal cleaning
902,b8321e0a-bb54-444d-ad9b-195885bc8a01,architectural projects,,
903,9caceb09-df1b-4d25-98cb-7fcf3aa9e508,international team offering modern architecture,,
904,fc9ff00c-696e-4632-81a0-dc86e5bef4cb,pharmacy and other retail design services,,
905,74705bdd-2fa4-4d64-a33d-f3ad141cab33,english speaking architects and interior designer in italy,,
906,10806acc-a6ab-4122-bb72-ade2b4ddce1e,architectural studies for town houses,dd3834dc945a9bce1a1850ac582c0b84,architectural studies for town houses
907,64dfd3ad-9faf-4a24-b41a-ab745e08012d,architectural practice for shopping centres,a0b77685dfdb2fefa84a31df6e83edcd,architectural practice for shopping centres
908,06850d2d-91ea-4ef0-80d1-31912bc611ed,architectural studies for civil defence works,ab666d883bd2bf3e0759a445229a8259,architectural studies for civil defence works
909,ef3e0746-3755-4bba-827a-918b93055ebe,aerial photography and video by drone,3a5fb3ba1088501630b1912b88b08ea2,aerial photography and video by drone
910,d41afc89-b84f-4b08-9c4c-e69d8d648566,design and construction of infrastructure for residential building,2588ab056b6068309c3b066f99410274,design and construction of infrastructures for residential building
911,188810c7-ed74-4c04-b5fc-4b8889dc9ae6,local and foreign commercial partners sought,65cdb62e50ae305293ed5aebb695b02c,local and foreign commercial partners sought
912,e6db55bd-f159-4e7c-bf5b-a279482c5d63,building construction sector appraisal,be85348797924958f9cc35c403376548,building construction sector appraisals
913,9b23e76d-ace9-4364-aaf0-92fea9d0ae9f,creativity,,
914,a9b62690-54f9-42d8-b67d-1cfe8215162f,trade fair services and organisation,cee666ea022f12a4dd69cb9ee913cbe4,trade fair services and organisation
915,9626d2b3-b566-4ef2-bd09-5a5b6753d288,urban building land registry,88ef318c3105ee2a9e77e140389b33d9,land registry
916,ea59c399-11f8-4dcb-a957-6e4915640c1f,furnishing agents and representatives,,
917,b257f50f-2768-4f77-9f42-1f886cb254d3,professional consulting services,,
918,65fdf655-7110-45b0-9110-1b6b71195528,his applications,5a07654befa5818dbc6be1c657a5de90,gis applications
919,ef998fb8-880a-4124-8a08-3f9ab1cc7540,prospecting for don,,
920,19fd86b9-3c38-41e2-b680-06a2fbda2531,electricity and telephone installation mantles,,
921,afeba4f8-0a51-43f6-a0f6-58003c4c2455,sound-absorbing barriers,9b8cc56ebf0b13dd8570ffa9ec1f3ae9,sound-absorbing barriers
922,ea1cb5f4-1343-4acf-8d05-09cd5435e2f7,nodular housing,0baae325ba487d60e761f5c0b70c2428,modular housing
923,14394060-3d63-48c3-9e13-9bdd85f0973f,real estate investment fund management and administration services,b2f2e50af1a0540101dc683002da6e02,real estate investment fund management and administration services
924,cf982814-2ad4-4925-8bac-4eaacd7d6c76,prefabricated construction,0ed533c1a3f194a77990cb6be912b6e5,prefabricated construction
925,3b382f3b-116c-4566-84f5-657cc16965b1,concrete formwork,c8353fedac0bfb5abbfb7fa6986e1502,concrete formwork
926,e6bcbc02-3f25-464e-a49f-d36020d708ce,wood harbors and gazers,,
927,d265f9a1-99a6-4148-9bc3-4ee1eab8b485,"forwarding agents, harbour",dff4f5e7d63b84c0bb88abba77d82ad3,"forwarding agents, harbour"
928,4981afb8-97b4-4468-961c-07f2b809b3d0,car and van repaired,,
929,3b52e2c4-7a9f-4694-af8c-2dbd0ccb5428,boat building,0a43a87b20a52cc1f06fbbd368a5caa8,boat building
930,486806b5-b182-4f76-bccb-e889b824e05d,business trips - organisation,fc7978e744741e3ae1443bdd2374762a,business trips - organisation
931,4d7c9b6c-8c3f-4835-828c-4b4cbbbc0b6e,rent with driver,,
932,4d6c6b98-dcc0-49e6-930d-31cadf4a561a,airport service,c50b61df6ef72337838dfbf16b41b5cc,airport service
933,0d82df34-149f-4510-b240-6b6db4f44311,transfer service,97990fd58aef305ba6be405443f1241a,transfer service
934,abd94d6d-8b82-42d1-8b7f-e61d244e260c,private tuscans hours,,
935,fcad728b-942e-4f55-ac0a-4f8b58efe23a,car hire with driver florence,bfbc825406632c48cf01aba2a437bb04,car hire with driver
936,63652fbf-639e-48dd-a8bb-5bf472fc0029,research and development in the field of earthmoving works,aa107ace097d0144a3b8748787dbd6e6,research and development in the field of earthmoving works
937,ffc903e4-d610-4a17-a457-15883cd263fc,maintenance and installation of electrical systems,2611a3731ba132cc73604b56929c04b7,maintenance and installation of electrical systems
938,77f18f40-48a5-420f-b177-43e14096c9c0,assembly and maintenance,,
939,b6cc228a-3ad1-4b68-8bfd-cc0300fa4b6c,"munching machines, plastic",b7a6e54fcb6489ce11fe3ac53b2866f8,"punching machines, plastic"
940,de0583a4-1113-485b-bcf4-b116a1de09e7,thermoforming lines,c795a8a9c4ccb7ac1f0d19f9b8f4df39,thermoforming lines
941,9eb81008-d67c-4d2b-92b8-7ff01acd1b37,designer of industrial prototypes,40bd58303733aa65edb7f5c2fb96c5c9,designer of industrial prototypes
942,c4362d91-d68e-45ca-98a0-7ff0da6c2188,design of warehouse systems,1a33a34c21ab94e7601657a1d2840deb,design of warehouse systems
943,9619b70d-909d-4f0c-804d-768873af0bc7,technical drawing,e7cee91b53432a2fd3a6e76b2599405f,technical drawing
944,998ec045-cddd-441a-bd58-acefd9e32400,industrial weighing tools,cd275cde67a872af96b02922fd7b8100,industrial weighing tools
945,c60a82bd-e8f2-4d59-8271-a07807ce9501,building yard service,,
946,a404d84e-ea4f-495d-bb21-8553b671d870,process engineering,39b590cc264fde5a8b9c6b5412725b31,process engineering
947,1d974560-80dc-457e-bfe1-b6e956b50ac2,electrical system testing and inspection,f1777621bcb7b98094c3330e5be75757,electrical system testing and inspection
948,13001a55-5faf-4a13-880a-c06303ffa84f,design and dimensioning of new systems,0e9cfcf9150a966a576de87c58cc5ea8,design and dimensioning of new systems
949,45c8c0ba-285c-4f15-bad7-afd1189b891c,blueprint-copying machinery,29fac081f2a23abf009ca49ea0548e8e,blueprint-copying machinery
950,4a1e7545-e2ae-48a5-941f-dcacce1e1b24,heat engineering advice,169e6641ceecf852e454ac37e5f24aa4,heat engineering advice
951,38cf84e6-38da-4528-9653-aacb24711a15,company management and organisation courses,92fe2108434b1492b55edc5101f359dd,company management and organisation courses
952,5f9a15d9-5fd0-4ab7-a3dc-4a0753f079b4,automatic boards with ply,,
953,9f252a9a-65d3-4bf9-a1e0-a78516735add,thermal systems for building,a7b53611780bf842530335f569742d9f,thermal systems for building
954,65ef7001-91b6-4c23-a687-e307dbdff5af,engineering studies for industrial building,5d5b1900297b68cd1aa36f132f2c1704,engineering studies for industrial building
955,86f43b22-2d74-4dcf-8d59-7e79d81f482f,assembly of technological systems,1a82121b37031d95dced71575b3fd8b5,technological systems assembly
956,d4d19dcc-6d83-4e76-ab5a-c4d9c5040e7b,mechanical precision assembly,23afab139f88460a9dc8a3af27cae74a,precision mechanical assembly
957,58c3d134-b896-46ba-a21b-b349e9fb7e88,machining of special steel,c2abfaac55da256a138c468de0cbaa11,machining of special steels
958,aa14ae48-ecba-484e-8d9a-a3b22828e52d,metal construction goods,,
959,33d03fdb-c1a3-4df2-b4c5-9642802462f4,creation of prototypes,,
960,9ec78533-763a-42bc-8711-4af159641299,"trailer, tank",5a350ad5efe968cd0f5db162ee703d38,"trailers, tank"
961,d21ce9cb-21d1-4c9c-bc27-96e2de1b4fd2,tank trailer,f001000db3bcd481140845c582ca4b8d,tank trailers
962,41e96c29-bde3-4b80-9108-05c10ecedfc4,pedal units – rakes – clutches,,
963,5bc47931-889e-4759-93d5-ee8e2ec5650b,front axles with two drive-wheels for traitors,,
964,f554a3ec-d998-46db-9935-7ccf429de21f,fixed sneering columns,,
965,7b1a5bcd-0fbf-43d8-994d-1935fee2e0d9,adjustable sneering columns,,
966,9d38b97a-2ebf-45f3-b3a5-72ace9974728,metal structures for amusement parts,,
967,9838977c-37d1-4950-829e-8316e1c3ac2d,mechanical machining with and,,
968,19f7af86-093c-40db-8640-b84414dd67f7,systems and machinery for cutting sheet metal,04ac32017771ada4349a90170cf27490,systems and machinery for cutting sheet metal
969,478677ae-8c3d-4900-9bf4-024e040747d5,laser cutting service,240ce915eea219dc9937e1e283f42016,laser cutting
970,6b82b1ce-f9d9-4d0a-8dba-97a7e2e90070,sheet metal preparation and machining,,
971,286f45ca-0ec6-4bde-bd85-0480ca49824a,working of brass,d03abd489b8be5b75f40ad1792f68f56,working of brass
972,f7008e90-40a4-419c-a5cf-4285136cc008,munching machines,515a99acc893e0bb49bbc9284d7bb386,punching machines
973,38c7e476-bcc5-4627-ab12-f29ae6cf1f4a,stables and stalls - fitting,fb5511e14064d11d014b030d90a4537a,stables and stalls - fittings
974,23680c65-9110-4b6f-9cdd-91ba937e22d5,salvaging of serious metals,,
975,d08bf19a-8df4-4ad3-ba2e-9ed23714dceb,metal scrap recovery,9eaa6235dc88d15ca7bac1b9fe3aa451,metal scrap recovery
976,ca890e87-fbc6-4cdd-9b33-ae47bd8ce118,serious metals and allows,1f07be2e6504096c301692f7f018aa08,metals
977,dc683a93-88a0-417d-8bf0-1c59dcc47310,nothing machine,c40ef4aba041320f1b633f39cef9f506,notching machine
978,9f20f057-2559-4311-a346-0e08ad7339df,tucking machines,d5fea453c8271584f0c7f0a15a0e2cae,tucking machines
979,7d0d4efe-d345-4b88-aec3-ad4327cfcefb,staples for sheet metal work,169e0621de5254daf406753980d70429,staplers for sheet metal work
980,fb31157b-ba32-40c1-bc53-575da1fc986a,metal hearing,0f10378050de538275b74b356be4342d,metal shearing
981,1abbe84d-1b21-43d8-b30d-2610588168d5,sale of non-serious metals,a89abb2ba88791fa1b28d83c8ebf8093,sale of non-ferrous metals
982,dcd723ee-da3b-4aee-a0cc-9266f2b4b55d,iron and metal scrap working and sale,3460c2ebb144492bdd90c794aed271dc,iron and metal scrap working and sale
983,00c5b753-85e4-4d6b-88c7-0903bf81b62b,overhauled of machine tools for sheet metal working,,
984,c469c8fc-cf09-465e-a929-c8991d8f511d,overhauled of machine tools for for working small metal hardware,,
985,d0bbb794-82fd-46c3-b700-eae44b427414,machining of steel pipes,d6576a3ed7a5a79e803fc868cdce464f,machining of steel pipes
986,15ec2854-0842-4216-ad1d-82e809ae8c29,industrial shelling,63a95ff0fb191050b2c7c12ae5e8cfa0,industrial shelving
987,a61a6e46-b436-4430-b780-ece7c866e5fc,"technical consultant on lifting, handling and warehousing",f3c37b53cc2831b25bf196924c45c2cd,"technical consultants on lifting, handling and warehousing"
988,62102866-f1dd-4909-bf02-e0b3ae4dc2a4,structural tube bending,96e6728fdbfe3e06bfc0ff534535418d,structural tube bending
989,319d749d-7ac4-42b1-a4ac-e3beed7af644,machine tools,dbc8f079fa7721d92354e1c4c6b433ec,machine tools
990,58553a62-15b9-476a-949d-60e52a791bf4,stretched metal,058aaf429843c5375dc2975a10b39b22,stretched metal
991,c38e1f94-5c85-4667-b9d1-0dc07a156138,cabinet for switchgear,01cdd47f777de9ac1660f5d76551ad01,cabinets for switchgear
992,4e720ac6-ef24-406a-9fcd-cd5cec1c6b41,cabinet for elector-mechanics,,
993,796a1450-e047-41a5-9cfc-de677b3eb7f4,lightweight structural frames,9f4a5859597f0295cd543d50a0472962,lightweight structural frames
994,3f04564a-711e-4d6e-acd3-82a000fc8dbb,wedding shops,52654cc8c893776e671db7f766f82db7,welding shops
995,2926d4a3-c927-4e35-b91d-dc8a72142ba5,wedding and assembly work,9febcea1e81a0778b3e8155f0454c5ce,welding and assembly work
996,6d4a97cf-58f7-4e11-aa65-a7f06b15f31f,bridge cranks,cd36b7970ce06222c215b5c5dab8ee13,bridge cranes
997,278ce4f4-3580-40d9-bb46-cf9a37d3f242,overhead travelling crane,c79362be3f97b418d3d9c49e75110246,overhead travelling crane
998,9da8bc2a-fd37-456e-ae5f-50d4574ec0cc,"shelling, storage",fc346c35e86986b6eb32cf2637ecb7b9,"shelving, storage"
999,1acc4f90-1b6c-4003-b12d-5cc05c1b4255,cantilever shelling for warehouses,47bb9fd63fa7e216cb66092c5edac1f8,cantilever shelving for warehouses
1000,9f7c12ba-7357-4914-b428-3fbaa279ad2b,assembling and fitting out special vehicles,bea0eca78f91bcb0f927832f2982b848,assembling and fitting out special vehicles
1001,6c59f2af-d4ad-4376-8724-7342efa32315,accessories and components for telecommunication and telephone,,
1002,7aceae19-b226-460e-92ee-e3d0e73d81ad,construction of electrowelded machines,904e0ad82d0e4895852ed48896e35bb7,construction of electrowelded machines
1003,8fcca61b-670b-4b04-add1-678ce2fdd919,upbraiding fire prevention systems to current standards,0c25645f14e7683c21f47a977ef508e1,upgrading fire prevention systems to current standards
1004,8e7acdbb-7113-4b3c-864e-24952d881fd6,machine installation for food industry,40066166c3ef33cf6912e7d24248b62f,machine installation for food industry
1005,bc50ebcf-492a-4869-ba22-44082330c64b,metal desolation work,84e403c2c4dc8120522ede9986efde7f,metal demolition work
1006,57c8e268-72dd-40e4-ba2c-8750383bf6cc,plasma cutting,8707179d532c4e494da331c920b37b36,plasma cutting
1007,3fdb5e8d-0a11-4984-8e18-0c3e5875f652,mechanical construction for metalworking,67c4002d22cb7ba137e22d2c5ac1231e,mechanical construction for metalworking
1008,8459f4e5-53cc-4079-92eb-4ae5fa828849,metallurgy - machinery and installation,b634cd7986325fec4df05e6c066eff6d,metallurgy - machinery and installations
1009,ee26b207-ea15-4568-92ad-127192b3a468,mechanical bending press for sheet metal,af345fc8b39beb7a12125e14a8e59190,mechanical bending press for sheet metal
1010,a5ac8533-efba-4d55-8138-c7934899f918,machine shop equipment,6e6097c9e8f1f97391d6659f14dae3d1,machine shop equipment
1011,5a775522-a65b-468e-aaf3-86edf1b2e3b4,customised mechanical assemblies,aa80ef27df715ef097dda861bb11e19e,customised mechanical assemblies
1012,d294f718-ad04-4a72-b5c6-77fca34afb6c,mechanical assistance,4b826bf11af6397a5831ed9b568485b3,mechanical assistance
1013,70351281-fe47-4b39-a62e-c2901e216d96,mechanical assembly of systems,1308f52b2971d2fb5faa11f62af469a8,mechanical assembly of systems
1014,3cd75ed2-55d6-4493-9e0f-7d1c8bbe1c34,smudge and senate bias purification plants,,
1015,558dce8e-bbfa-4c1f-bbe1-152519baf42d,filters for use in the petrochemical industry,94f667985dcba38a99242bee89303302,filters for use in the petrochemical industry
1016,5ffeb0c6-844b-4cda-a07e-3fd6ae8870b8,machines for boiler-making,6abaedc008c1dccfaf22625f7b6b8f30,machines for boiler-making
1017,097b2ad5-83cc-49a0-b61b-eec689755b47,carpentry works,3cda65f8af3fe7efd7c63bae4fd7f0c6,carpentry works
1018,560b73ed-5818-4c86-bb9b-f704045fc5be,metallurgy and iron and steel industry - machinery and installation,1f3e9c22657a6624f12ff0e4cf824ef2,metallurgy and iron and steel industry - machinery and installations
1019,6d30745e-2e57-4c58-a343-f345a00d675d,mechanical forming to drawings,,
1020,ecc68401-ed4f-4a96-a0af-04e8912d2468,light metal framework,,
1021,4544888a-9c41-4028-aebc-fc1d8f2b075f,medium-weight steel construction,1ad2d6385ea5224f832436a898886207,stainless steel construction
1022,458785fe-2cd1-4778-a05a-ffd878da71d0,precision mechanics workshop,b7f0b2639e75530bfb22db7cd9b3b4a1,precision mechanics
1023,c84f2e15-7edc-4148-9e65-d59362689771,customised tube cutting,a12a34d288d7306a38f76acf3ddf27b3,customised tube cutting
1024,89173de7-7f64-4c11-8c4f-1f021488a729,tube forming machine,,
1025,61f75b81-e121-42aa-a2eb-d836abf03d40,painless steel tube machining,,
1026,700fba8a-89ef-4d9a-9979-579471c5193a,tube forming,,
1027,77ccc1be-0dd2-431a-bbd6-ca776b501400,conventional machine tools for sheet bending,115b3b37e016596dab4098d83ffdce12,conventional machine tools for sheet bending
1028,65718003-0f9f-471a-a923-b6b0ca5df4f2,bending and cutting lines,,
1029,77e53e03-bbe0-4989-b8ee-02a71b81cb38,machine tools for sheet metal work,e3e1f69125458a5d3571a72ae90ab8a4,machine tools for sheet metal work
1030,c88dbba6-b490-4906-aa19-b4aa0d933016,pre-varnished steel and aluminium in all colours,,
1031,16531a81-d552-424f-97e4-9b28cd8299ae,heavy structural work,f3f919624f5af685086ed8639a10cde1,heavy structural work
1032,83460500-bc72-4984-840e-4007852a6da6,gold and silversmith's machinery and equipment,b5bb7724545027a10b310473f686cdd5,gold and silversmith's machinery and equipment
1033,3cc31216-9388-40b2-a005-f71f7e6539ea,metal working machinery,a1c11ff8f8b29196c26ac2a1f9ef755f,metal working machinery
1034,05eff742-14b4-4e91-a3bc-b2cdc44ce73d,machines for working metal wire and small metal parts,a9da949f48cba47409a1e73e1be43f02,machines for working metal wire and small metal parts
1035,87132636-318d-49f4-9172-73fe7bf3dde8,munching machine tools,a4c0ed1d833fb0e6997f9d249a13d50b,punching machine tools
1036,2dba2a00-d6a8-4d81-86fe-48831230470a,architectural model,13d4369bbca8310305d4af685b354000,architectural model
1037,b649445a-9bc1-4470-a806-67f36faff17b,models of villas and small houses,df78394e44f9dfe78d5ed34fcceef390,models of villas and small houses
1038,e3a0c932-f323-47d8-89ab-b8774c61d54b,electroplating on plastic,21304612cfb48197bf37cdbc67c51cb4,electroplating on plastics
1039,f999feb7-5ab2-4e36-bc1c-200542a6d9da,loading arms,,
1040,ec96af34-c74b-4dbe-a310-42feff786366,folding stairs and cases,,
1041,268cc09f-72db-40f8-b92b-d09e9ade96b3,access platforms,,
1042,c82f0728-d70d-4dc0-a612-852536c97e55,emergency accommodation,2988f39d413a2b3c04c6bfe9306fc145,emergency accommodation
1043,9b17904e-ecfe-49c5-9bab-903c5d144e9b,work camp set-up,da7ab068c117803349ea864113827dc4,work camp set-up
1044,8735470c-2ac1-4000-ade7-7bb676c921ba,prefabricated house design,b561a60be271d8565fb1950c533b0d97,prefabricated house design
1045,acfc7645-7c4d-4402-9024-a909f798a8a8,insulated prefabricated structures,086bb4af7e7f89d74f3c67d6fca0f8d6,insulated prefabricated structures
1046,0d49ff68-cf99-4d23-8890-53093549b915,information systems,204ed3e8ae784b39dc528d576b5d6d1c,information systems
1047,b69e915c-9790-4789-ab5a-9719a73551f0,technical assessment,2166841c147871bf0dad1f8b00fafe8c,technical assessment
1048,01099cb1-3725-4bdc-a1a0-a9c9bdfc3dec,expert testimony and insurance consulting for claims for damages,a04de14f0be5acd8b2ed393f42ef79e9,expert testimony and insurance consulting for claims for damages
1049,fc11309c-d744-4aec-ae92-ea9facb72944,air conditioning system design,e05803eb96849e9baae48f1f41421555,air conditioning system design
1050,785a352a-dd97-4ea3-a86e-7bf62ae98a96,professional clothing,569717157bf437b08f1de481dec4d84c,professional clothing
1051,2892e7a1-3cc2-4649-8ab6-d9851b066939,engineering studies for hotels and restaurant,88a957be74cb0d8e34b2cc514f59fe97,engineering studies for hotels and restaurants
1052,3c7ca0b8-6467-45b9-bc45-9fd5475568a7,phonometric and vibrometric surveys and analysis,4313911de63f88b48f082c44ecaeacd3,phonometric and vibrometric surveys and analyses
1053,19c16265-5a94-434b-bf68-bb9420e37215,medical services - specialised,,
1054,3629fdbe-79cb-43f3-ae6a-1cd49821101f,audit-visual - production and distribution,04d1f366b533c949fc67e309e174db0b,audio-visual - production and distribution
1055,ddc1403d-3099-4965-91bc-3b1cbc1ab771,translation,6dd08874f83507e9c7b23f1a46b7fa7c,translation
1056,7d69f35b-7f7d-4d33-ada2-080d60410985,consulting and design of elector-mechanical systems,,
1057,a116ff12-0da9-4e84-a1a0-80f49d33252d,electricityproduction and transport system consulting and design,,
1058,1fc13aa1-6af5-43e6-a1fc-ddbbb37e9d24,furniture kits,3fa91a72ef14237b71ebf3b3a75f8dbe,furniture kits
1059,a5cc8ecb-61f9-4332-a1a7-00e0906b9369,forks for lift trunks and carriers,d0e47ba36405b535f7eaa5f12d507f94,forks for lift trucks and carriers
1060,79d51ebf-16b5-4125-8066-28ed9ffb25a2,rings for corrupted tubes,,
1061,0febb72b-a232-454d-b9c9-4c51c1aded1a,machinery for the production of springs,ea42a305cce34e4fd64051aa7773e16f,machinery for the production of springs
1062,26a5dbce-49ed-4598-bf56-6b2da048d0dd,machinery for the production of metal blades,de85325adee3d42c9eba86eac0afe3be,machinery for the production of metal blades
1063,e02a5c7b-1fcb-4350-ab8b-91b0ce1b1cdf,manufacture of electrical insulators,656e282957f990ebe11007a20dffc2c1,electrical insulators
1064,e22ff372-15cd-49eb-a1b9-91abd7856535,assembly of electric boards,45f282a5b9d62e6d2212a54f6749ccd5,assembly of electric boards
1065,59ea7fd1-9fc6-4af7-9664-72d5fb860b7e,wiring bars for electrical panel,eff0e38f44db27eb08c56c4bfd5cf9d6,wiring bars for electrical panels
1066,70f692ff-22e0-4e0a-9203-1b7f87db2934,bright abolishing,,
1067,8ffdfc24-50b4-4ed8-a924-c520579bace5,granite smoothing,5d5953d1795b5ed468308742e1e636c4,granite smoothing
