,products_id,products_and_services
712,43517621-bda1-4a4e-80e8-d305aa4d4020,prefabricated products for residential buildings
713,53429fee-389a-447f-a644-609a18b2318f,prefabricated products for industrial buildings
714,2c10d738-2da1-4771-ab2a-2c65d5ffa053,false ceiling cleaning services
715,5a1a314f-7aed-428d-8b60-d311299c3b0a,office cleaning services
716,8a5b74e9-b344-4248-917e-cde97fbda253,insulated shed
717,f1585975-ac1e-4556-b9a2-4caa0d8c55a6,residential buildings
718,d186f15c-b12b-4002-9b5a-e08e16d040a2,land registry
719,f454532c-59bf-46c9-93f0-ce33b3706a83,construction of industrial chimneys
720,21459719-0218-46f1-8473-40713969abcb,water achilles for institutions
721,4b2f80a9-5235-4b26-abf7-6d6eba77579f,natural gas burned for industrial use
722,993f33a2-aee5-4086-9f62-a6d3c7a894fe,heating systems for pools
723,0ea115b7-093b-4ea4-a699-71d091432039,business facilities
724,377a3f8f-a37c-499b-9227-3f039b8d285d,boiler cleaning services
725,7ea453ce-35c2-425a-b51b-019b542e0562,fan for air conditioning systems
726,3757cff8-65bc-4c3a-9e57-a7b6c2809a29,prefabricated assembly
727,80196ba3-d029-4f18-aaa0-a1f4cc8cd1ee,management of power stations and power transmission
728,628dbccd-5cbd-4326-bdad-8f1d9c23652f,precision mechanical workshop
729,d1d2a0bb-3ead-42cd-8b78-88467526d17b,tank construction
730,b4df46c8-b539-4970-ab48-0c19915089e6,atmosphere tanks
731,8873fd62-5da5-49fb-9fd0-29ea18124e7d,customised laser working
732,643c7646-b87a-42c7-a87d-111e14d6a49c,plastic injection and overmoulding
733,030a7abd-851e-4636-a784-5a610b8c008d,haute couture - women
734,98d659a7-394f-4167-b77e-fe81e0414068,clothing production italy
735,6f551afd-4a18-4eff-b5e8-09bfda17ce50,residential drain cleaning
736,f78ac828-7118-4233-bda6-857f896935d5,air treatment systems
737,a348bbf8-d808-483d-b1a2-c52a4667c570,earth strengthening
738,8f7a6dae-04e9-4b2c-9b2f-7dae0e4e4fe1,applications for the earthmoving machinery industry
739,a025e008-7513-404c-be0a-c6ba469bb913,fire prevention systems installation
740,5b7e70c6-3d97-4445-80ba-69d35ffb67a8,electric tools
741,47e6b227-3bb5-4242-9acb-852c887c6bba,hire and sale of construction machinery
742,b6b397e6-1c6b-4a91-a30c-d9577959307a,rental and sale of construction equipment
743,b89481fc-728d-4f5e-8a00-713e0fd49745,shopfitting and exhibition stand construction
744,8f44054a-bf90-40c8-8c70-87e93814c499,sale of flats
745,1b355120-d936-4de0-9c91-97bff9298584,heating service
746,209dcdee-30a6-4909-9382-acea17d7730b,drilling services
747,1c1ab383-13f4-4eed-b128-10aaa03abf2a,pre-fabrication - sheet metal
748,0357962f-2c2f-47fb-95f0-c4229f65781b,parquet floor smoothing
749,6cf71305-0709-4d4e-98a7-26b47674972c,fire prevention
750,40a22b4d-332f-4887-929d-dab0f8cc1cea,construction industry business associations
751,b9df222c-7085-45bb-aa63-46fb370e18ee,shopping centres
752,001ab7b2-d669-451f-bd3b-566531b337be,laying of gabions for hydrogeological protection
753,f6f36cfa-6127-481f-b585-3025f8cd17bb,locks opened
754,806d3d05-240f-4e59-bab9-34f1b7dd0c4b,hire and sale of construction site lifts
755,66dfcff2-00f7-4482-aa18-fa732f2969a3,accessories and components for gas plants
756,eba6f0e8-6303-431c-8269-04b411d86552,botticino marble blocks
757,d652bcef-6ec3-401a-acc3-c4b36ca0068b,energy recovery
758,e9051f28-e8e7-4498-b85e-f5b0ccebfac7,freeze for communities
759,763060d8-9413-49c1-b447-56630eab35f6,submerged combustion gas oil burned for industrial use
760,63723d82-7daa-4bed-a899-63fe2d865ff9,flameproof electric distribution panel
761,13081086-7598-4ebb-9f6e-7a9f0459c548,air cookers for air conditioning systems
762,fa03f149-c7d7-4c2a-b810-35a173c22bde,air conditions for motor vehicles
763,4ce7e430-4ad4-4075-b6d3-453d41980bf0,tar and bitten devils for road construction
764,35a3812f-a39b-45b5-870f-226a337d4bc8,industrial ice-makers
765,b9d4e972-a33e-407f-bdbb-3ea432b3b7bb,vehicles - leather trimming
766,88641c40-e951-4a16-8aca-d1b71220b6d1,burned installation
767,399bca4a-bb14-43a7-8bd9-84df0b9f63b0,"refrigerator display cabinet for shops, bars and restaurant"
768,8e2a06cf-f6e3-4b67-895f-66c411f27785,wires and tables for the electronics and telecommunication industry
769,0adef1f2-0043-49ec-905d-f41e047868b9,radiotelephones
770,82b505ab-f9e4-4310-bbf9-692c3c16b692,heating systems for rail and trap vehicles
771,9664e40e-30ca-4a28-aa2e-93d2b8d26925,air conditioning systems for the textile industry
772,6aa03b5a-b6cd-4158-b0bf-b9d8dfa5e2c8,tool benches for metal working
773,374a1211-f6c8-4af0-94dc-4d0820c83e70,tobacco for rolling cigarettes
774,68eb54ef-ac62-4f5c-9a9b-8e26fd52e6f0,air conditioning and heating
775,bee42f09-3dc7-4187-8eb5-00234e8e87de,alternative conditioning oppressors for industrial applications
776,f0fa5737-7578-405d-b8c7-b9f0b5a57bc4,cold rooms for goods storage
777,8d77e30b-727e-4bbe-a274-0619c4fd2b42,methode tube television sets
778,daef07ea-30d0-48ab-8bc1-c0a5d637d213,exterior lighting
779,4cae8627-0125-4d1e-bca0-956925062d62,portable plastic dehumidifiers for civil use
780,1c399c4a-8baf-4ebe-8bc7-92a92be56942,geometric burglar alarm systems
781,b76dd76d-9e27-4563-9ac2-540a82cf696b,electric system consulting
782,36c8ce7c-577b-4827-b6e4-f925a4aa9443,transport of valuables
783,1ee30df7-c93d-49ae-a038-e9224936da16,antirobbery devices
784,a3f4ca9f-f77c-44b1-afe1-4dc538c19d34,interior and video interior systems
785,228c54fe-a1e7-4bb1-8fae-3cec712ea732,automatic systems for the hotel industry
786,71c2e8dd-c524-42ed-98d5-dec00e504ba3,scientific books
787,4fb27ab3-e497-47c8-b449-03d2af1c0295,electrical heating elements
788,6eefd974-7d1b-43a7-9c7d-b038adcf1bf6,aroused resistance
789,6d32c243-453c-4fe7-b424-33945729f370,electric immersion theaters
790,4b7d41ed-dd32-4048-8385-926b4c21e944,barrel heating belts
791,6a8b95b3-d985-4e16-a257-ab809faf711c,heating through infra-red rays
792,6149512c-c03e-4d93-a425-37e2e0a4016f,heating tables
793,11aed1d3-658f-4497-926a-7b966135689a,electrical panel for electricity distribution
794,19db6a40-d284-4f70-b6a2-eb0a828ca331,work on electrical installation
795,d235b716-353b-4949-8f44-001575f15a44,electromechanics
796,78460fc2-1c29-426a-b802-260e70c35261,electromechanical workshops
797,28580661-98e8-4e81-a8d1-67f30ecff788,electric motor winding
798,40ca15be-9858-466d-8459-89d7cae399c4,electrical and electromechanical winding
799,5347866b-9969-491e-b3df-e6b28a8971ea,rubber compounds
800,3dc3bd4d-0a99-4124-9e40-b8e03f09b369,slabs of rubber
801,6b0b4e93-7e7a-4b79-96df-9a8ea4bd4eb4,thermoresistances
802,14bb6d1c-b348-4830-9405-77006a12be0f,safety thermostats
803,0e2f53cd-b441-4839-bf16-1479b1f5cd74,low load cartridge theaters
804,bf3c5afe-3bf6-4bc2-b8bd-de646e1598d6,calling
805,fbd57a4e-451d-4db4-b7c6-33be7cc5c336,electric panel wiring
806,fa32d860-29b0-46ca-9c86-225acbb34993,his integrated services digital network - hardware and systems
807,72352d35-99f7-43d4-8410-3a6eeb1056d2,structures wiring systems
808,e0257559-cc43-452e-a24c-d782a8da9e2a,local network
809,475a52af-9d62-4ea9-a49b-1fe7efd71444,musical organs
810,abac8096-e661-43f3-abb5-45df236f079d,wood burning ovens
811,165d9195-a48e-4e09-a93e-1869b19c9eaf,electrical material for lighting
812,e6d105e9-fcf3-42f3-a681-66aecf5587df,ask transmitted and receiver module
813,e75fcb97-6def-4774-a304-8b082b176ea5,capacities thick film rain senior
814,bbdbcfc3-0b09-48bd-a865-d5226d5118f4,seats for vehicles
815,660cfc11-46f0-4a46-8305-fa5180201dbf,racing seat sliding rail
816,93834858-c6d4-4724-aa46-203940dfc135,telecommunication consultant
817,fff17771-3c23-4036-a7b9-6461ece0ae0b,led lights (luminaries)
818,54001c24-ec09-4556-b043-0baccdb8f8b6,electronics - studies and research
819,65d4a88b-5080-4da4-bcd0-8b2d794d5cf8,intermediary electronic transformation
820,b71d4620-1d72-446e-838d-efbf0cd63b8c,indoor resin flooring for domestic use
821,ba09752a-3dc9-48ef-ada1-754f1cb77e0f,cosmetic industry - machinery and equipment
822,f9c8747b-b329-4d39-b38c-3b4618cb6f9b,abrasion brushes
823,47d8b23d-80a3-4611-9aca-b65bb5c3fe52,packing machines
824,fc3399c6-4c5a-4e94-a6ba-f871aa851e5a,solar panel brushes
825,8473236d-38b3-4e65-acbb-7c43e44bf3b9,cylindrical brushes
826,b2cd7ec8-6681-4428-9712-2e88a902cfb7,"linear brushes,"
827,77713d17-4ecd-4189-8a21-ecea311a4efe,ring brushes
828,94c68baa-70ca-4d1e-b717-ae2c191d5848,"seat covers and carpets, vehicles"
829,9f62c073-7499-453c-88ff-9a3d118e6b2a,interior decoration and furnishing
830,270fe0ea-2924-4b2e-adee-4c8f224d3a8d,system repairs
831,5f37fa6c-3f33-4fcf-bcb2-0b3680f19763,equipment for inspecting beverage systems and cesspits
832,3fc1e0e1-df90-4357-8303-7011253dcde7,spherical tap
833,46796f3e-ef12-4844-8683-701c25ad637c,sink mixed tap with removable shower head
834,45d33775-6045-48f8-aafc-47cf808f9501,timed flow control caps
835,728245f9-c3db-4bc5-bc72-a9c0e9062d59,self-closing caps
836,8e014b0e-bef0-4c09-9300-d61b1c6c4e50,hot brass forging
837,77f97323-18e2-4bd0-9680-d7a76e742344,brass spheres
838,d1c74fd1-811a-47b2-b376-c530c885986b,brass items
839,08833e4d-fd9f-4204-94b9-96bd47a17bf9,general caps and fitting for water-heating systems
840,35fb92de-4b6c-4db6-ae62-de6a59899ebd,corner bath tubs
841,580b3e2c-2d94-42c6-b8e2-8f0388b0beb7,wholesale of bathroom accessories
842,43c9cf3b-be85-4a48-b4b7-6d069f15d79b,videoinspection of pipe routes
843,70f0f62a-d0df-45f3-b6aa-707e66ad642d,pipe surveying by video camera
844,e68163eb-c1c0-4a87-b904-89d107cb65c5,leak detection by video camera
845,bcc56e8f-4bfa-48b4-8865-f85a35c98b05,italian handicrafts
846,18806896-319b-43ea-b820-24505b3a3fbb,sandblasting external walls
847,2ccfed2d-6ab2-4d94-a256-a57cb94e613e,hazardous waste transport
848,9f7801b4-c574-45d5-8d6e-4b449828fae1,collection of special waste
849,3cb7b5d8-b8fd-4b45-9e3c-d91d4abba00c,toxic and hazardous waste collection
850,c0dcdf6a-29d1-4ae3-b39d-c771e9047df1,waste collection
851,85bc53e2-b6d1-4405-b8a7-cb50fe99858f,recyclable waste transport
852,83b1767d-f576-4e15-b66c-edd2556c2e2d,clearing methods
853,a046965e-2a05-48f1-9c1d-210905ba597d,clearing land of asbestos
854,c3fccb43-e368-475e-85e8-f290ea719845,equipment for removing and combating dust
855,5024d8df-443f-4100-8392-cf14746f1424,asbestos treatment
856,6c276563-e948-45ac-be5c-0309271c4da1,aerial platforms for the building trade
857,ee49579e-631b-459d-bd17-19f9db935db6,accident-prevention equipment for workplace
858,6d5bc1ac-3441-4003-929b-bf7feb8f5ea1,construction chemical additions
859,b1f032a0-59d9-432b-9542-e97cbe8b2d48,earthquake-proof construction
860,2229f40e-a072-4620-b4d0-aeb63ad0288b,truck for site work transport
861,5b2255b2-62b4-485c-b579-b5a4cd85158c,manufacturers of water purification equipment
862,caf71da6-f217-4ab9-89d4-a2daefdd70be,pump accessories for concrete
863,2bf4592a-41f6-4185-9bf0-e70cdb60bd6d,demolitions with explosives
864,b859bc22-d071-4d1d-a05d-92c42cfc4c0e,autoclave for compounds
865,fbd6c064-0cfd-485a-8880-ce979d812b15,manufacturing of electric resists
866,8ac57a83-3906-4a9b-a91a-84360ed2e23c,motorcycle parts and accessories
867,8975eff5-8a93-4f8a-9918-10f666dc2396,used car accessories
868,ca83ba0f-32de-48f2-be9f-72bc4c9b684d,plastic explosive charges
869,efc18dee-7a43-4b56-81cc-714b6d7a1914,machinery and equipment for demolitions
870,41eb2ed0-b5b3-4fc1-98fa-c1321705beef,crushing machines for desolation
871,c39f95bc-fc22-4c7b-ad89-599040c640e9,cutting machines for the building trade
872,720c2392-018e-4da8-8514-7926eb8742aa,ships for the construction industry
873,be2b9ee5-3296-470c-a097-2214ef0ef487,crushing shippers for demolitions
874,373b3f84-2a7b-4558-8b7f-237feaa4f13e,construction of atomic and antiseismic shelters
875,69789cb8-c4b4-4eb4-b737-880a422d9b01,outfitting special vehicles for civil defence
876,ead1df45-3e72-471b-a948-cb4382a33c19,deep foundations
877,ab2d0ead-b093-4a5c-add0-85e03198e893,contract roasting of coffee and related products
878,6c48e78a-278d-460c-bbdd-2d0f7090e1f8,roasted and refined coffee export
879,09e5089d-baec-4e55-a845-bb2749172dc9,on-line services - advertising management
880,8466f018-2b4f-4733-a09a-87bc855ebfd5,foundation works for civil and industrial use
881,c15261fd-d9a4-4ba0-9d2b-422a95299521,building infrastructure
882,41c9eb32-8d83-4ffb-af9c-81a88fd19ef6,lead and abolishing floor treatment
883,005771f5-27cf-412c-a669-a6a12b805d42,wood harbors
884,c18b1640-1dc0-4d0e-b367-d2079bd0e057,structures in galvanised steel
885,fe603baa-82fa-4121-9d1b-8efa76bf2760,breathable waterproof membranes
886,ac6c5485-94a3-40d6-982a-9a4d0100c216,residential looking work
887,ed53f60a-0259-4c99-9332-5ba75ba9273c,cane for pergolas and gardens
888,7912b106-7601-4151-a3ee-e3767d073a31,key-pattern sheets
889,07636976-d812-4127-a7f2-d5b08d88bde7,aircraft assembly platforms
890,f192ace4-f514-4775-90f5-c109dd484ed5,aircraft manufacturing cells
891,a5ef9950-cf1c-45bb-94df-920238dbb866,industrial waste
892,34df6f36-825b-417c-a5e3-8075b96695a4,drain clearing products
893,770dc485-77cd-42eb-9a43-165a67c6ff2e,septic tank draining
894,a737ed5b-e3da-40a8-81de-cc2da4799078,polyurethane foaming
895,aabf5614-85b7-48f1-9b02-ba3b9036764a,polyurethane scenery accessories
896,20e1b5d9-904f-4926-ae01-19308712378b,reproof products
897,176abef0-ab06-4435-8405-d8494d3f56ea,fixed scaffolding hire
898,581bad40-8ec0-4196-892a-aaa8b0bd435b,erection of support scaffolding for the building trade
899,66b63740-8496-4889-b6b3-7dd58e333199,erection of support frames for the building trade
900,d3f1fa60-8c87-44f5-8f07-e3c94a87578f,cork
901,b04f931c-6aac-4526-b4f6-debd0c6ebf64,metal cleaning
902,b8321e0a-bb54-444d-ad9b-195885bc8a01,architectural projects
903,9caceb09-df1b-4d25-98cb-7fcf3aa9e508,international team offering modern architecture
904,fc9ff00c-696e-4632-81a0-dc86e5bef4cb,pharmacy and other retail design services
905,74705bdd-2fa4-4d64-a33d-f3ad141cab33,english speaking architects and interior designer in italy
906,10806acc-a6ab-4122-bb72-ade2b4ddce1e,architectural studies for town houses
907,64dfd3ad-9faf-4a24-b41a-ab745e08012d,architectural practice for shopping centres
908,06850d2d-91ea-4ef0-80d1-31912bc611ed,architectural studies for civil defence works
909,ef3e0746-3755-4bba-827a-918b93055ebe,aerial photography and video by drone
910,d41afc89-b84f-4b08-9c4c-e69d8d648566,design and construction of infrastructure for residential building
911,188810c7-ed74-4c04-b5fc-4b8889dc9ae6,local and foreign commercial partners sought
912,e6db55bd-f159-4e7c-bf5b-a279482c5d63,building construction sector appraisal
913,9b23e76d-ace9-4364-aaf0-92fea9d0ae9f,creativity
914,a9b62690-54f9-42d8-b67d-1cfe8215162f,trade fair services and organisation
915,9626d2b3-b566-4ef2-bd09-5a5b6753d288,urban building land registry
916,ea59c399-11f8-4dcb-a957-6e4915640c1f,furnishing agents and representatives
917,b257f50f-2768-4f77-9f42-1f886cb254d3,professional consulting services
918,65fdf655-7110-45b0-9110-1b6b71195528,his applications
919,ef998fb8-880a-4124-8a08-3f9ab1cc7540,prospecting for don
920,19fd86b9-3c38-41e2-b680-06a2fbda2531,electricity and telephone installation mantles
921,afeba4f8-0a51-43f6-a0f6-58003c4c2455,sound-absorbing barriers
922,ea1cb5f4-1343-4acf-8d05-09cd5435e2f7,nodular housing
923,14394060-3d63-48c3-9e13-9bdd85f0973f,real estate investment fund management and administration services
924,cf982814-2ad4-4925-8bac-4eaacd7d6c76,prefabricated construction
925,3b382f3b-116c-4566-84f5-657cc16965b1,concrete formwork
926,e6bcbc02-3f25-464e-a49f-d36020d708ce,wood harbors and gazers
927,d265f9a1-99a6-4148-9bc3-4ee1eab8b485,"forwarding agents, harbour"
928,4981afb8-97b4-4468-961c-07f2b809b3d0,car and van repaired
929,3b52e2c4-7a9f-4694-af8c-2dbd0ccb5428,boat building
930,486806b5-b182-4f76-bccb-e889b824e05d,business trips - organisation
931,4d7c9b6c-8c3f-4835-828c-4b4cbbbc0b6e,rent with driver
932,4d6c6b98-dcc0-49e6-930d-31cadf4a561a,airport service
933,0d82df34-149f-4510-b240-6b6db4f44311,transfer service
934,abd94d6d-8b82-42d1-8b7f-e61d244e260c,private tuscans hours
935,fcad728b-942e-4f55-ac0a-4f8b58efe23a,car hire with driver florence
936,63652fbf-639e-48dd-a8bb-5bf472fc0029,research and development in the field of earthmoving works
937,ffc903e4-d610-4a17-a457-15883cd263fc,maintenance and installation of electrical systems
938,77f18f40-48a5-420f-b177-43e14096c9c0,assembly and maintenance
939,b6cc228a-3ad1-4b68-8bfd-cc0300fa4b6c,"munching machines, plastic"
940,de0583a4-1113-485b-bcf4-b116a1de09e7,thermoforming lines
941,9eb81008-d67c-4d2b-92b8-7ff01acd1b37,designer of industrial prototypes
942,c4362d91-d68e-45ca-98a0-7ff0da6c2188,design of warehouse systems
943,9619b70d-909d-4f0c-804d-768873af0bc7,technical drawing
944,998ec045-cddd-441a-bd58-acefd9e32400,industrial weighing tools
945,c60a82bd-e8f2-4d59-8271-a07807ce9501,building yard service
946,a404d84e-ea4f-495d-bb21-8553b671d870,process engineering
947,1d974560-80dc-457e-bfe1-b6e956b50ac2,electrical system testing and inspection
948,13001a55-5faf-4a13-880a-c06303ffa84f,design and dimensioning of new systems
949,45c8c0ba-285c-4f15-bad7-afd1189b891c,blueprint-copying machinery
950,4a1e7545-e2ae-48a5-941f-dcacce1e1b24,heat engineering advice
951,38cf84e6-38da-4528-9653-aacb24711a15,company management and organisation courses
952,5f9a15d9-5fd0-4ab7-a3dc-4a0753f079b4,automatic boards with ply
953,9f252a9a-65d3-4bf9-a1e0-a78516735add,thermal systems for building
954,65ef7001-91b6-4c23-a687-e307dbdff5af,engineering studies for industrial building
955,86f43b22-2d74-4dcf-8d59-7e79d81f482f,assembly of technological systems
956,d4d19dcc-6d83-4e76-ab5a-c4d9c5040e7b,mechanical precision assembly
957,58c3d134-b896-46ba-a21b-b349e9fb7e88,machining of special steel
958,aa14ae48-ecba-484e-8d9a-a3b22828e52d,metal construction goods
959,33d03fdb-c1a3-4df2-b4c5-9642802462f4,creation of prototypes
960,9ec78533-763a-42bc-8711-4af159641299,"trailer, tank"
961,d21ce9cb-21d1-4c9c-bc27-96e2de1b4fd2,tank trailer
962,41e96c29-bde3-4b80-9108-05c10ecedfc4,pedal units – rakes – clutches
963,5bc47931-889e-4759-93d5-ee8e2ec5650b,front axles with two drive-wheels for traitors
964,f554a3ec-d998-46db-9935-7ccf429de21f,fixed sneering columns
965,7b1a5bcd-0fbf-43d8-994d-1935fee2e0d9,adjustable sneering columns
966,9d38b97a-2ebf-45f3-b3a5-72ace9974728,metal structures for amusement parts
967,9838977c-37d1-4950-829e-8316e1c3ac2d,mechanical machining with and
968,19f7af86-093c-40db-8640-b84414dd67f7,systems and machinery for cutting sheet metal
969,478677ae-8c3d-4900-9bf4-024e040747d5,laser cutting service
970,6b82b1ce-f9d9-4d0a-8dba-97a7e2e90070,sheet metal preparation and machining
971,286f45ca-0ec6-4bde-bd85-0480ca49824a,working of brass
972,f7008e90-40a4-419c-a5cf-4285136cc008,munching machines
973,38c7e476-bcc5-4627-ab12-f29ae6cf1f4a,stables and stalls - fitting
974,23680c65-9110-4b6f-9cdd-91ba937e22d5,salvaging of serious metals
975,d08bf19a-8df4-4ad3-ba2e-9ed23714dceb,metal scrap recovery
976,ca890e87-fbc6-4cdd-9b33-ae47bd8ce118,serious metals and allows
977,dc683a93-88a0-417d-8bf0-1c59dcc47310,nothing machine
978,9f20f057-2559-4311-a346-0e08ad7339df,tucking machines
979,7d0d4efe-d345-4b88-aec3-ad4327cfcefb,staples for sheet metal work
980,fb31157b-ba32-40c1-bc53-575da1fc986a,metal hearing
981,1abbe84d-1b21-43d8-b30d-2610588168d5,sale of non-serious metals
982,dcd723ee-da3b-4aee-a0cc-9266f2b4b55d,iron and metal scrap working and sale
983,00c5b753-85e4-4d6b-88c7-0903bf81b62b,overhauled of machine tools for sheet metal working
984,c469c8fc-cf09-465e-a929-c8991d8f511d,overhauled of machine tools for for working small metal hardware
985,d0bbb794-82fd-46c3-b700-eae44b427414,machining of steel pipes
986,15ec2854-0842-4216-ad1d-82e809ae8c29,industrial shelling
987,a61a6e46-b436-4430-b780-ece7c866e5fc,"technical consultant on lifting, handling and warehousing"
988,62102866-f1dd-4909-bf02-e0b3ae4dc2a4,structural tube bending
989,319d749d-7ac4-42b1-a4ac-e3beed7af644,machine tools
990,58553a62-15b9-476a-949d-60e52a791bf4,stretched metal
991,c38e1f94-5c85-4667-b9d1-0dc07a156138,cabinet for switchgear
992,4e720ac6-ef24-406a-9fcd-cd5cec1c6b41,cabinet for elector-mechanics
993,796a1450-e047-41a5-9cfc-de677b3eb7f4,lightweight structural frames
994,3f04564a-711e-4d6e-acd3-82a000fc8dbb,wedding shops
995,2926d4a3-c927-4e35-b91d-dc8a72142ba5,wedding and assembly work
996,6d4a97cf-58f7-4e11-aa65-a7f06b15f31f,bridge cranks
997,278ce4f4-3580-40d9-bb46-cf9a37d3f242,overhead travelling crane
998,9da8bc2a-fd37-456e-ae5f-50d4574ec0cc,"shelling, storage"
999,1acc4f90-1b6c-4003-b12d-5cc05c1b4255,cantilever shelling for warehouses
1000,9f7c12ba-7357-4914-b428-3fbaa279ad2b,assembling and fitting out special vehicles
1001,6c59f2af-d4ad-4376-8724-7342efa32315,accessories and components for telecommunication and telephone
1002,7aceae19-b226-460e-92ee-e3d0e73d81ad,construction of electrowelded machines
1003,8fcca61b-670b-4b04-add1-678ce2fdd919,upbraiding fire prevention systems to current standards
1004,8e7acdbb-7113-4b3c-864e-24952d881fd6,machine installation for food industry
1005,bc50ebcf-492a-4869-ba22-44082330c64b,metal desolation work
1006,57c8e268-72dd-40e4-ba2c-8750383bf6cc,plasma cutting
1007,3fdb5e8d-0a11-4984-8e18-0c3e5875f652,mechanical construction for metalworking
1008,8459f4e5-53cc-4079-92eb-4ae5fa828849,metallurgy - machinery and installation
1009,ee26b207-ea15-4568-92ad-127192b3a468,mechanical bending press for sheet metal
1010,a5ac8533-efba-4d55-8138-c7934899f918,machine shop equipment
1011,5a775522-a65b-468e-aaf3-86edf1b2e3b4,customised mechanical assemblies
1012,d294f718-ad04-4a72-b5c6-77fca34afb6c,mechanical assistance
1013,70351281-fe47-4b39-a62e-c2901e216d96,mechanical assembly of systems
1014,3cd75ed2-55d6-4493-9e0f-7d1c8bbe1c34,smudge and senate bias purification plants
1015,558dce8e-bbfa-4c1f-bbe1-152519baf42d,filters for use in the petrochemical industry
1016,5ffeb0c6-844b-4cda-a07e-3fd6ae8870b8,machines for boiler-making
1017,097b2ad5-83cc-49a0-b61b-eec689755b47,carpentry works
1018,560b73ed-5818-4c86-bb9b-f704045fc5be,metallurgy and iron and steel industry - machinery and installation
1019,6d30745e-2e57-4c58-a343-f345a00d675d,mechanical forming to drawings
1020,ecc68401-ed4f-4a96-a0af-04e8912d2468,light metal framework
1021,4544888a-9c41-4028-aebc-fc1d8f2b075f,medium-weight steel construction
1022,458785fe-2cd1-4778-a05a-ffd878da71d0,precision mechanics workshop
1023,c84f2e15-7edc-4148-9e65-d59362689771,customised tube cutting
1024,89173de7-7f64-4c11-8c4f-1f021488a729,tube forming machine
1025,61f75b81-e121-42aa-a2eb-d836abf03d40,painless steel tube machining
1026,700fba8a-89ef-4d9a-9979-579471c5193a,tube forming
1027,77ccc1be-0dd2-431a-bbd6-ca776b501400,conventional machine tools for sheet bending
1028,65718003-0f9f-471a-a923-b6b0ca5df4f2,bending and cutting lines
1029,77e53e03-bbe0-4989-b8ee-02a71b81cb38,machine tools for sheet metal work
1030,c88dbba6-b490-4906-aa19-b4aa0d933016,pre-varnished steel and aluminium in all colours
1031,16531a81-d552-424f-97e4-9b28cd8299ae,heavy structural work
1032,83460500-bc72-4984-840e-4007852a6da6,gold and silversmith's machinery and equipment
1033,3cc31216-9388-40b2-a005-f71f7e6539ea,metal working machinery
1034,05eff742-14b4-4e91-a3bc-b2cdc44ce73d,machines for working metal wire and small metal parts
1035,87132636-318d-49f4-9172-73fe7bf3dde8,munching machine tools
1036,2dba2a00-d6a8-4d81-86fe-48831230470a,architectural model
1037,b649445a-9bc1-4470-a806-67f36faff17b,models of villas and small houses
1038,e3a0c932-f323-47d8-89ab-b8774c61d54b,electroplating on plastic
1039,f999feb7-5ab2-4e36-bc1c-200542a6d9da,loading arms
1040,ec96af34-c74b-4dbe-a310-42feff786366,folding stairs and cases
1041,268cc09f-72db-40f8-b92b-d09e9ade96b3,access platforms
1042,c82f0728-d70d-4dc0-a612-852536c97e55,emergency accommodation
1043,9b17904e-ecfe-49c5-9bab-903c5d144e9b,work camp set-up
1044,8735470c-2ac1-4000-ade7-7bb676c921ba,prefabricated house design
1045,acfc7645-7c4d-4402-9024-a909f798a8a8,insulated prefabricated structures
1046,0d49ff68-cf99-4d23-8890-53093549b915,information systems
1047,b69e915c-9790-4789-ab5a-9719a73551f0,technical assessment
1048,01099cb1-3725-4bdc-a1a0-a9c9bdfc3dec,expert testimony and insurance consulting for claims for damages
1049,fc11309c-d744-4aec-ae92-ea9facb72944,air conditioning system design
1050,785a352a-dd97-4ea3-a86e-7bf62ae98a96,professional clothing
1051,2892e7a1-3cc2-4649-8ab6-d9851b066939,engineering studies for hotels and restaurant
1052,3c7ca0b8-6467-45b9-bc45-9fd5475568a7,phonometric and vibrometric surveys and analysis
1053,19c16265-5a94-434b-bf68-bb9420e37215,medical services - specialised
1054,3629fdbe-79cb-43f3-ae6a-1cd49821101f,audit-visual - production and distribution
1055,ddc1403d-3099-4965-91bc-3b1cbc1ab771,translation
1056,7d69f35b-7f7d-4d33-ada2-080d60410985,consulting and design of elector-mechanical systems
1057,a116ff12-0da9-4e84-a1a0-80f49d33252d,electricityproduction and transport system consulting and design
1058,1fc13aa1-6af5-43e6-a1fc-ddbbb37e9d24,furniture kits
1059,a5cc8ecb-61f9-4332-a1a7-00e0906b9369,forks for lift trunks and carriers
1060,79d51ebf-16b5-4125-8066-28ed9ffb25a2,rings for corrupted tubes
1061,0febb72b-a232-454d-b9c9-4c51c1aded1a,machinery for the production of springs
1062,26a5dbce-49ed-4598-bf56-6b2da048d0dd,machinery for the production of metal blades
1063,e02a5c7b-1fcb-4350-ab8b-91b0ce1b1cdf,manufacture of electrical insulators
1064,e22ff372-15cd-49eb-a1b9-91abd7856535,assembly of electric boards
1065,59ea7fd1-9fc6-4af7-9664-72d5fb860b7e,wiring bars for electrical panel
1066,70f692ff-22e0-4e0a-9203-1b7f87db2934,bright abolishing
1067,8ffdfc24-50b4-4ed8-a924-c520579bace5,granite smoothing
1068,8690c127-d717-4974-a0d9-7df18a2c28ee,"machines and equipment for conditioning, measuring, wrapping and folding fabric"
1069,c3b5ecd0-05a0-4827-ae23-f44e733acd36,application of corrosive- and acid resistant coating
1070,79151968-d418-4027-941e-bba2d1289165,office and shop planning
