,products_id,products_and_services
5116,cb6d490e-acf8-488e-b4ab-17269c620a22,measurement and control technology for swimming pools
5117,81062cb6-24f9-4428-9574-9cfb6f52f0a6,rolling devices for swimming pool covers
5118,1ff83972-36bb-4215-a9a5-bea71d5ffbdf,swimming pool cleaning
5119,f91a848c-df37-49d5-a8bb-f4925b748d69,as/va swimming pool white goods
5120,804df8b9-20cc-4c5b-86a7-d9f334604006,joints for aluminium doors and windows
5121,5605b2f3-5af5-4bf3-aae9-bb6e1364d2c0,joints for wooden doors and windows
5122,ea7cc2cf-f417-4235-98eb-9488110ce313,perforated furniture panel
5123,665496cc-be49-47a8-8d36-8d290def0d70,pearls
5124,5ae3e482-b268-469a-88f9-83fca04a1682,waist beads
5125,68cb2811-1d5b-40bd-bf49-2c091c3f91a2,exotic beads
5126,a0bc7494-8055-4c9d-83f1-9883bc563bb1,exotic products
5127,201f45a8-1f6c-4e75-848a-9324ce97b6bd,beads for the hand
5128,a01ca85f-d500-4c95-a74e-c70417b98b05,beads for the foot
5129,f6fe13a6-67c7-42bd-b30c-cc644f662369,accessories for the foot
5130,07b6577c-4a40-41b4-87d0-0858baf88a2a,"chloride, permits"
5131,a1f350b8-b306-4428-b532-4bc6e42f019b,infiltration of politics
5132,7e52388e-1aeb-44fc-8802-8a86b0c116ba,blow holding machine
5133,1c9da653-f00b-42a4-a3f8-07ee112bf3c6,blow holding equipment
5134,fe91532f-4c39-4de8-a9e6-1ba297fbbca5,linear rotary blow mold
5135,019e5b8e-6ba9-4584-90f6-590f9f9f6938,laboratory preparations
5136,c28f55e1-6a0e-45bc-b1f7-62b6c8e3c8de,designs for decorating ceramics
5137,2512db1c-139c-41b3-b8c2-20170f4c3bdf,oil refining - installation and equipment
5138,cfbafd35-92b0-4de3-947a-66eb5b91470a,painting of metals
5139,d384824c-3a17-46f1-afe8-23f3d80a3c81,points for tennis courts
5140,cd435dea-f975-4c1a-8600-c776484198b9,paint factory
5141,4b48a3bd-df2a-494c-aeec-51f10b1fbb1a,points for wood and iron
5142,2faf9b86-e759-42d8-a559-b63c7bada11d,paint for industrial use
5143,5461d267-c795-4807-8433-70789e1080e7,water points
5144,34a1b2ca-1812-49f9-be51-be05174184f1,subways times
5145,a9b9210e-1fe2-483b-9ed2-1cf5dea6656e,moroccan style times
5146,2949195b-d6a2-4670-b5e9-edf18f154809,slate boards
5147,5004cb47-1033-4706-a217-0bdd1c89ab02,slate for coverings
5148,b2b2f510-7471-4f8a-b129-0fb1a41fc4cf,reinforced fibreglass
5149,5f24430e-a1a9-46bc-9d84-0c58e3d8e880,machine components made from carbon-fibre-reinforced plastic
5150,578af6d1-c3ab-44db-ae28-7ff76d54421b,leaf springs made from glass-fibre-reinforced plastic (gap)
5151,f701f4bb-c5e2-4b07-a743-b64230ad0215,acrylonitrile-butadiene-serene copolymers (as)
5152,4841bb27-3b27-4627-86cb-9d7f987cf52f,connections for optical fibres
5153,3b2ceab9-3901-4ad1-91b6-3c4128fc056e,production of optical fibres
5154,3eebeb2f-7894-453f-bed7-bf58542cb40b,church pulpits
5155,c81daf56-7ded-4661-b628-8aa06bb17421,laboratory grinder
5156,3e343d3f-ea83-4207-9bcd-e5229372c5d7,crushing of inert matter
5157,dd0079a1-a11c-4e02-b41f-b0c231f90016,pointing pouches
5158,3d1cc217-8e4e-4ba3-b97b-412464286b4d,pointing pouches for professional
5159,dfa9eac2-17b0-4fc0-a572-4bdf1ba46ea2,pointing pouches
5160,b94bcc47-81c9-4bde-8fd9-3dadb24032ca,brick joints
5161,13015c73-f85b-46ec-aabe-142e4e4f8c0a,prefabricated products
5162,15560c43-2c8f-48de-8048-a4bfecef349f,optical coating (service)
5163,8408be0a-fc88-4ab7-9d76-2330293a0058,dip coating in the sol-get process
5164,f1b4ebaf-5c3c-467a-a91f-205fb0b7cad7,"chemical, pharmaceutical raw materials"
5165,f68df3be-f1d3-48eb-8257-27e39ee85b58,contract sitting
5166,52c4c2df-ffc2-410f-8f85-65ddbb4c5dba,contract synthesis
5167,485a1db7-29c5-487b-b7e6-fca4b6379589,chemical process engineering
5168,919169ae-f593-46c4-aefc-f0b0636521d2,led light curing devices
5169,b35a7bef-bb40-4c00-9459-acf9a229351c,fingernail cosmetic
5170,3873bf39-3b59-4f0a-af7d-079cc6b9468e,nail type
5171,0cff9a11-020c-4395-ab3c-3024f05685b1,additional window profile
5172,0c901fa6-cd49-4884-aa67-de0c3a36c947,plastic profile for the furniture industry
5173,3a98c681-9ceb-47c1-b0fa-8fd08c540399,"seals, asbestos-free"
5174,4693f066-eb9e-434f-b8b2-24073cb037cd,peasants made of polytetrafluorethylene (the)
5175,f5c836fc-4a41-4431-87f0-f9743f1ac418,additions for the chromic industry
5176,5866ec2a-21e0-472a-b783-a7dd2eb4a8a7,chromic fibres
5177,6e7ed37f-ba88-41a9-913e-6f067c275945,coating for electronics
5178,0b324231-3fca-4776-b0b9-b121b0486122,coating material for electronics
5179,6354b021-4682-46eb-a01f-529c7f215832,electric and electronic cleaner
5180,c2cd2a15-7229-4db2-8128-247959bd93d8,cleaning agents for electrical contact
5181,73cfcfcf-6ef2-4389-85c9-18a4fdbfe054,cleaning agents for printed circuit board electronics
5182,cdb4f362-6ae4-4ed1-8596-711ec1140c3e,varnish protection
5183,97e46bd5-d45c-4262-9e5a-05745a1fe4a2,chemical products for the electronics industry
5184,1c6eafaf-82c9-4baf-b5cc-51b881d750e7,machinery for plaster working
5185,fabd9b23-ed8c-40ba-9e42-f055deb9d724,health equipment
5186,734f4431-9426-4c75-9a76-c8e3e62da62a,sheet metal fabrication
5187,28ee31f8-2ae0-4e1a-83a6-75dd0b07cc95,phone battery
5188,985b5148-2a39-4d49-8096-9bf081519629,online sales of telephone accessories
5189,fb4d9595-b443-434f-920d-980d37470b86,development of laboratory apparatus
5190,090d5af9-c1b2-4668-92b7-ee1a82ea834e,domestic and industrial grade detergents and decreases
5191,8c973dff-b8be-43b4-89f8-6b6e87ffbc66,filters for pharmaceuticals and food
5192,6b27fd1e-beb2-4bf6-be15-0c2633592639,"polish, household"
5193,60e16443-a142-437d-993b-13550c096fc0,small tubes for packing
5194,cebd6bd3-5419-4ef0-8dce-e13c94b2f321,contract filling of tubes
5195,c2614662-ceee-43d9-aa64-07e10a97da00,suction filters
5196,fb8b44ef-7b83-4328-a460-61fd2547743f,lithographed cases
5197,6f880100-f6b5-48a7-952b-d468bc72fffb,crystals for watches and clocks
5198,b1744be8-76dc-4db9-9f0f-e3cb69d8ea9f,specially manufactured products made from acrylic glass
5199,b64d9527-be16-44ff-be2e-791ccb6aea1f,shared caskets
5200,8a03787d-1a21-4c19-94ba-d20f64b0ea84,plastic covers
5201,b7d1aef5-f222-4d4a-a6f1-9d035316e012,and plastic processing
5202,0cad45ad-050e-4c66-a791-cbaef8a42d2f,machining acrylic glass
5203,6180e16b-379e-4782-98f7-a2cb6828519d,"marble, granite and stone sawing machines"
5204,c18eb43a-25e2-4276-84b0-1da4394b5464,pre-glued brick slips
5205,13601053-3cd0-45fc-b8a6-68857e8f5283,glasses for watches and clocks
5206,d1254559-17f2-4992-8963-1882b98a94fd,drums with lids
5207,0fa1291c-223e-4324-a285-3053bb44aff8,bucket made of plastic and tinplate
5208,2342070c-244c-4afc-9d15-7bf80d392b84,plastic container for hazardous materials
5209,11969ce8-f706-4b0f-a3e6-9937c3014200,cardboard packing for dangerous goods
5210,b7e95316-e137-4712-8a8d-7d573f1337fe,corrupted cardboard packing for dangerous goods
5211,753da76a-966c-4f7c-890a-990755ca7903,packing for dangerous goods with un approval
5212,ac3b62fb-b53d-4f69-8a5f-59437f0a0278,steel balls with plus tolerances
5213,5d66d4ed-f786-472e-8f1f-8a0263aa8679,steel balls with minus tolerances
5214,f322d7a6-9b14-4a6a-8918-a18bff7ba7f7,chromic balls with plus tolerances
5215,7096f6ed-d280-41b2-adda-5a0cde1ba312,chromic balls with minus tolerances
5216,db3c015b-bbff-470e-88ad-86dd1f96ffde,abolishing balls made from various materials
5217,5d2d55ef-2a00-48ea-811a-e9696f8be433,outdoor terrace
5218,7f09bbe9-537f-4612-833e-98d370a202a9,water-drooping product for terrace
5219,7b06f8d5-b6d6-4342-8f87-8ee5b3014149,terrace foundations
5220,9be8cb9e-4a5d-4a96-8d67-49b6a79ad13d,architecture
5221,4f65a27e-6604-4ff6-9132-39e570de62ef,bar and restaurant fitting design studies
5222,9ad1639a-a95d-4902-97a6-72d104d2ca15,construction coffee bar
5223,475fa85d-c938-428b-971f-e44f14ffa5b2,construction villas and apartment
5224,ade551d7-0c01-4647-adf9-cb812fda38ec,decorated bottles
5225,5122cf64-1de6-4c1b-833c-45ca02752f6e,outdoor overhead light fixture
5226,eacdf89b-11af-4166-a359-0c8be7837890,overhead lights
5227,b137e38b-fc6b-4b6a-9a61-204ef2118b36,pollard lights
5228,72aa8a07-6506-4c15-aeec-ad8b28942207,historical lights
5229,5ed564fc-ddac-4bf2-bbec-01351a2b41d5,lamps and stands
5230,f7ca2841-c636-4137-9f38-226e82955925,squared timber
5231,f0562523-f833-449e-9bf8-ae0bb7787706,glass packing for the chemical pharmaceutical industry
5232,ec9efdca-db30-4972-9f32-a43d3c212c33,glass packing for medical products
5233,2a6c9537-6dd6-4fe6-9919-261e79aa4ebc,glass packing for the food processing industry
5234,300f6f3c-0665-43c5-a5e4-87333d17c7de,heat protection clothing
5235,56972d18-028e-45a4-a7ff-6b0a6a92d92d,foundry tools
5236,91843dcb-aaf6-4ce7-bcf7-7952e6a87149,spare parts for foundry machinery
5237,df0c9523-e8c9-4b7d-a4f5-d52346df0a08,foundry requirements
5238,5fa766d5-1ebc-4097-ab76-38867a82a193,casting supplies
5239,8e43df83-a3ab-444e-b49d-c4c6e1232bc0,plastic looking
5240,7ddc7499-4c67-4921-81b4-e006c999502c,plastic roof times
5241,cd090b18-cb77-4633-b0b2-00c1642e038e,plastic roof
5242,56dfa842-584d-4573-8c09-73d03f04ce5e,plastic looking times
5243,28392a9c-a6df-414f-bce9-b3536d3ca560,coating for medical devices
5244,4aca7e41-935b-48f2-b280-a742fd82dc7f,coating with nanomaterials
5245,974468c8-4474-4983-83a7-b41009249dbe,laboratory coating machines
5246,4e7c658f-0140-48d4-b275-13466c9d3702,antibacterial coating
5247,f65b2343-da85-4883-9205-e12db0951e00,coating systems for chemical-pharmaceutical products
5248,a6febe19-1cae-4a54-90cd-8a56e7be9941,feathered grit blasting machines
5249,7a8446b6-18ef-491f-8555-2e56df505818,do it yourself tools
5250,482e3033-4219-4295-912e-366baec9a7d1,grandfather (pendulum) clocks
5251,41a3d4da-f18a-4f5e-a4d4-83b1979976c3,tin can for dairy products
5252,2337902a-8a50-4e35-8b36-ed11ba96d2e0,micro balls of hollow lamina
5253,5ac570e8-69d6-4c50-9e71-51583405405d,covering mosaic
5254,3fe1c629-c6ef-4793-aecf-f1cc34bd8aa1,manufacture of gypsy holdings
5255,804aaefb-d8ae-4827-921c-69d1d615f9e8,industrial heating elements
5256,42f5f6bf-40f9-4aa5-b4ff-9e15d633e628,chromic covered resistance units
5257,91eeccc2-a0b8-4207-b1e0-1038cf34fca2,water theaters for institutions
5258,51e5c4e1-65e7-49f4-b679-55a1d97e1855,spaces for laying times
5259,4182760d-592d-4363-9472-718f2597f048,erection of support scaffolding for the building trade
5260,2c780062-5821-4cd1-a439-70eff11ee20b,metal brave-wedding equipment and machines
5261,1e625552-e384-40b3-ac91-18fa07b19aa2,extruded snacks
5262,3d95912d-5154-4061-90b9-dd1814745eb4,product ideas for the food and beverage industry
5263,001af184-83f1-4ffc-a349-57bf0833eafc,cereal products for the food processing industry
5264,9038fe2a-444f-4783-8972-6d8ac4f9f33f,personalised transfers
5265,94fd4b26-29d6-46e8-8524-a31b43ad36f8,diamond hollow drills
5266,79968ad4-2241-4cb2-837d-fffd18a37abe,can tools
5267,910786c8-e589-4ce3-9ce7-f992ab5be369,and glass machining
5268,b81b9abc-c9f8-45c1-8d62-4d7c6e4e0ae8,diamond abolishing tools
5269,f78f6bfa-a863-4c0f-b445-b9aa9ee4a8eb,diamond tools for chromic and glass processing
5270,3fd674df-be0e-44c8-bfe3-17b15407bf57,petrified chromic cooking surface
5271,8ab3d7f9-c037-403f-859d-8a2439cadcfe,wattle-making machinery
5272,77393356-9214-42a5-9c45-50bcff232145,export of pancake machinery and pancake riddle for german pfannkuchen
5273,cb3de23b-a023-46f7-aaaf-8cbaf3b38dd0,machinery manufactured for making polish nalesniki pancake
5274,10938dd2-a0ee-4702-9e34-37ca84c67eff,pancake machines and cooking lines
5275,c19c7c8c-c322-459b-8819-bea098027e48,manufacturer of omelet-making machinery
5276,333a50ec-8479-43a2-ab08-8239014ce8c4,manufacturer of automatic russian old pancake-making machines
5277,0243a6fe-3234-4b3c-b712-f5997ae12096,design and manufacture of pancake production lines
5278,c7677fa6-00b0-4682-87ef-a95b05cf9ed1,holdings made out of plaster
5279,afd6cf5a-d123-4465-aca5-5d688bf6c7c8,plaster ceiling rose
5280,4c9f2e2d-a79e-4ada-8ff0-079b0716b2f7,fibre-reinforced plastic products
5281,ed1b0dd1-c6bd-42ae-87ec-c3ff6006186d,glass-fibre-reinforced plastic (girl)
5282,f425b8ab-2a84-4a58-8126-cd1cb4bcd6c8,"plastic moulded parts, glass-fibre-reinforced"
5283,2806d412-f02c-4dde-ac83-fb2621e58930,plastic injection-moulded parts for the furniture industry
5284,0de32903-ae96-4f6c-b57e-f9fd0caa8145,"plastic injection-moulded parts, technical, for vehicle construction"
5285,7f07e326-b24d-42ae-aeb8-bf575ffcd88c,engineering for industrial senate treatment plants
5286,ddea84c4-6c48-4ffc-8ba8-13b076993426,road and motorway safety barrier installation
5287,d5f6ee33-dcc9-4d18-821a-42c291f4be25,reinforced doors with safety glass
5288,36d13eae-d43d-4595-a894-afbaf5b50898,protective tubes for temperature measurement
5289,91850642-3603-44a5-83cc-84d5d15d1558,high-temperature ceramics
5290,4ec56104-bf1b-4ba1-a690-5ccfc563c1c2,special thermal induration up to 1850 °c for thermoprocessing furnaces
5291,fd52e15a-9d20-4779-8a7a-8c05231a7edd,protective tubes for promoters
5292,26b9d3ae-ac15-4978-9a7a-2a1a92090df5,glass bell covers for laboratories
5293,2f59c1f2-008a-42c0-bc02-f226d949cc97,liquid cooling couplings for motor vehicles
5294,866e02bc-ce54-4c2a-8dfa-dd15b7372d02,plastic parts for the automobile industry
5295,ee7a74bd-6c0c-4252-8742-87e8bb149361,clay looking times
5296,f134d013-aa1a-4c34-a083-fb48cbe19d3b,miniature looking times
5297,7e72c5c1-7d76-4239-aa31-83d974d0e69d,chinese looking times
5298,bcbfb0ba-cde8-498a-82a8-d0e4927a5763,decorative ridge and hip stones
5299,aadd7276-bc37-441f-b68b-95efbf93f716,hip end pieces
5300,0dd07e29-be43-49a2-961a-120ad6f6a955,hip figures
5301,07c6eadd-b8c4-43ab-bbb7-e623bbf4c2ad,roof tops
5302,959de08f-03c8-4dae-80bb-a014bdcb3346,chromic parts for ridges and hips
5303,e51d7238-8f26-4c98-a20f-7c4e3858876a,technical articles for pools
5304,960ea843-0e1f-4402-8d58-5ea642968cdb,furniture - manufacturing machinery and equipment
5305,58395907-0007-448b-a346-3e5e98bf0292,metal laminated for construction work
5306,54e85e64-20ae-40b5-b6ad-2653c1235f23,economical washing detergents
5307,3406f09d-8bdc-42c7-b407-8b8d548ddeda,sustainable cleansing agents
5308,b980cba7-98df-451e-91bc-38d19579cf4f,organic cleaning agents
5309,d067eac3-c81b-4915-80f2-ba799d925635,natural room scent
5310,96f01a78-c57a-494b-af4e-da04f4b64bdb,special washing detergents
5311,b8dca159-00d9-4970-bdf0-8f571096c54e,dish-washing detergent
5312,d9c132a0-3633-4d54-bc2a-a65f4dd4c469,washing powder
5313,ea504ded-d63c-4207-9fa4-9c33dc229a4f,plaster floor coverings
5314,ae1e2719-faa6-4a75-a969-7089e1344989,glass bottles for medical use
5315,063e94f7-9f8d-4cd2-b5b7-bd0e27fd7c26,glass test-tubes for laboratories
5316,079d7bff-b6c4-44e9-9256-13bedeb25a1b,anti-effective glass
5317,5c4dab89-4692-4467-bfce-658d2e9a0103,picture frames and holdings
5318,439418d7-faf9-47c5-8f46-0c2100dd97dd,porcelain times for swimming pools
5319,1f774df2-d6c2-49a1-a3b8-b0bea620b4c5,times and bricks for show rooms
5320,7c587d83-427e-45ec-ba6e-df4e06b85c48,concrete protection slabs made of plastic
5321,e0a4b6fe-6e73-4eb4-815e-8f102fdc470d,roof and sealing seeing made of plastic
5322,6989ca47-19b9-46bd-bae0-a6627efa40b6,special coating of container
5323,174277b9-82f5-4b28-a5cc-5574af50fe5a,concrete protective films
5324,e140a9f7-5e34-4843-98f7-c8f3bb3ad483,place o-rings
5325,1b3c76cd-2d57-4a08-862e-edbecc71c2fb,plastic injection and overmoulding
5326,91a98d2e-ee53-45b9-888d-4a8dffef9690,coating systems for plastic parts
5327,0c83b97e-9dd1-43e9-a17d-d07bd66dd357,wet paint coating plants
5328,84e28029-1b01-4530-ab01-82a2eea9737e,automatic spray paint machine for mass-produced parts
5329,07b0dd03-d6f5-4eb3-9645-51b8e561af76,matchmaking machinery and equipment
5330,054dbf65-aa49-4fe8-88cf-4737bdbbbf1c,box construction
5331,fde9457a-41c3-4a6e-abc9-c2318821a9e4,"raw materials, mineral"
5332,a6c8bf24-631f-4e99-ae8c-4faa5615afde,"flags, insignia badges and trophies"
5333,80b50733-8836-4040-a8d1-a2dbbcff29ab,heat transfer printing
5334,158248c8-a9bf-45d7-af65-d6a9b414a728,sports trophies
5335,463f1004-09d4-43d1-9c18-0f8affca6487,natural stones quality control and strategic pouring
5336,37d76e63-0d90-473e-bb2c-a190d034aa14,ceramics quality control and strategic pouring
5337,cdce3fe9-33d1-4afe-8113-88801891028f,we are outsourced procurement management team
5338,85a83d2c-e95b-409e-89ef-059e29d5fb4e,bob procurement watching consulting
5339,a29edf08-6af8-4390-89dd-e7ed49194f21,senate pump stations
5340,29f4f44c-3569-4d38-8b77-09ad11400ca8,senate jumping station
5341,8b7d699c-608d-4778-8291-ea418db650b5,backflow protection
5342,82c85f51-3f17-42fb-9a7b-a8f8533f9643,foundry sand
5343,6b51ffc2-3394-4581-b6f7-002a790a52ef,"iliac sand for sports, games and leisure"
5344,1684cd1f-40ca-4ed3-88fa-2991a4411403,plaster and stuck products for building
5345,ab82f927-ee47-40c0-8fb8-0fe0ba72a559,glass washed
5346,4d55c78f-cfd4-4105-977d-ad9d52e1fc8e,glass covers
5347,e2460c3f-9437-4af5-bc8b-f30eedfb142f,technical glassware
5348,5b7d0ae3-5ae7-4f9e-b78c-c7038344d0f3,glass electors
5349,9c5f76b2-08c2-40f1-acb7-61b3cad92d7d,products for glasses
5350,2e1578eb-82d5-4bdf-a61a-dd6812100f1e,children's glasses
5351,ad512dfa-484f-4813-be8f-df97668bcc08,fixing material
5352,5e60e181-7061-4309-980f-1a00f8af12db,functional coating
5353,b91c437c-f39f-4e5d-b499-c9de38c48d66,arc coating
5354,040c67c3-d482-4f60-9f36-4d75814e5476,hard material layers
5355,904d8892-9416-461a-adc3-06bc33cc9758,fingerprint protection
5356,2e6000d7-234a-4274-b9ce-808e7ed0092d,anti-wear coating
5357,8aa24ce3-81cd-485c-9418-f513b799876d,decorative coating
5358,a459d468-4837-4046-90d0-1c0fcf7b1f9f,crushed for chromic materials
5359,00415fa1-9be8-42f3-b216-563c7e7d70aa,covers for wars
5360,d44b4315-3c4d-4ed1-bd0b-77a5f798b04b,electromagnetic leaders
5361,6db58b9c-5e3a-44fc-aeb7-b873b05477f1,vibrating magnetic and mechanical equipment
5362,b9d6315d-a490-4951-8419-c7cf1408616b,waterproofing materials for construction work
5363,aa26760e-dcfb-4617-95ae-0999134cff4b,single-layer mortar
5364,0e0407ab-0c2f-4104-ae06-756e2e96804d,filters for paint spray booths
5365,7ebe1d3d-7055-478c-8b99-679b663d8c61,pain spray booth
5366,df1be9d6-d962-46c3-9814-e684c64d873f,high temperature ceramics
5367,80b2e2ce-0369-4188-a1fd-f736a1ac4325,heating panel
5368,8543ac61-2f9f-4355-9c5d-b545808336cc,plasterboard soundproofing materials
5369,52ecaa6c-37d1-46ef-b1a5-38e92f524cf2,glass tubes for electric lighting
5370,f4ddb005-d1b5-4d3a-a3c8-ed78f514ea91,glass components for centre lights
5371,91644c3f-f63b-4228-ab8c-bc2ea88c7c1d,working of marble and allied materials
5372,1c325d0b-c524-4588-b8ca-8030496fa398,food ties
5373,8cb979e8-55b6-4472-a6e5-ca2c11ca5eb6,slot resistance thermometer
5374,a6a66579-41b8-4636-8c03-f4afc8f1ff92,room resistance thermometer
5375,1e9a3c3b-f3eb-4064-8b46-30228b8e4580,"temperature transmitted, explosion-proof"
5376,0e035836-ee16-4faf-bccb-45df248973ac,joints for catheter
5377,884060ef-8f88-47c1-bc47-d827ad6b6aed,construction and public works equipment
5378,d7a0e5ac-7a44-49b5-82c8-3d1f76c4cf8a,mentally operated block making machines
5379,775000d4-2216-483c-976d-75635cb7c816,concrete block making machines
5380,c0695eed-946a-4cea-aaee-b7a780bc57bc,concrete block maker
5381,d3bd6713-220f-4cac-979d-32b57a660a2f,semi-automatic block making machines
5382,f71790ba-7f77-486f-b140-61307f96188d,series made of technical fibres
5383,4264c178-99f8-49ca-a75f-b32b83d7f6d1,carbon-fibre reinforced plastic semi-finished products
5384,720f51f2-a56d-4579-bec5-fd10a488fa8f,"reforms, textile"
5385,f1c65e6e-1211-47f6-b7a9-78d577a35ebe,semi-finished products from fibre composite
5386,65d71349-4cf1-42da-a700-f6d1bd5707d5,women's fashion accessories
5387,e6d157f0-6a54-4b28-bf3f-e66dd841fbf7,"other materials: slate, quartette, sandstone"
5388,9c26a96b-bbeb-41fe-a956-260a5b86a899,polyamide thermal break profile
5389,1c208e08-754f-4bf3-ac77-68c9b2627531,software for optimization of of value
5390,8f65a7dd-2c47-4904-8ace-6bb29604075f,low labia thermal break induration profile
5391,bb516f2e-def5-495b-b2a1-5d54c01de3b4,heating wires
5392,ad4ed0d6-217b-4cf4-b464-6ddfe9616bb1,heating changes
5393,bcb3a21c-cd26-4cf8-8ba2-f1526dde9b5e,"theater tables, thermoresistors"
5394,01310914-fdd6-4b11-ae1f-def2a8f3c241,come and carbon balls
5395,5f15d630-df3d-4019-a2d8-73332d15f58b,waste material separating systems
5396,8b8381b5-5c76-4036-84ef-1eda286eae93,glass display cases
5397,625f1d61-d373-4d44-9328-0c1c1ea059b9,varnish - glass and chromic
5398,40d925d4-7365-42e9-b9db-8d49467e43f9,colours for ceramics
5399,65a4b3c3-add9-4cba-82cc-9dff3e345e47,prefabricated reinforced concrete and concrete products and structures
5400,08956585-45ef-40b7-bef6-9cb49b4096b7,construction of concrete structures for public works
5401,59fb42bc-858b-4989-87a7-f00e9d51d995,soil drills for horizontal and vertical boreholes
5402,0f99c457-b5a8-48b4-9f48-d75f790c0cef,technology metals
5403,33b5bc90-772a-4146-ad8f-f1a0deb74fae,semifinished precious-metal products
5404,c6d9eb07-e262-41c1-b583-fb3daa1bea3f,carried wear parts for machines
5405,e95f81d4-2ddf-4676-b2b0-8f6add192589,medical products
5406,a7ae2b03-d027-45ec-93bb-7581ce9053f4,dressing materials
5407,c0c5d4e6-b949-4b12-b2a9-14bd2bad53d6,single-use items
5408,a723dfd7-79d1-42a4-806c-2905d671f344,bath tubs
5409,dd4083e9-23d3-48bb-8c6f-d3743a5d8e1c,slabs for building trade
5410,2fff7750-9a21-43d6-9e64-d6488da431a3,thermoplastic materials
5411,0a3a25bd-6770-4467-8d11-73fcb5d1424c,sandwich core material
5412,9bce325a-45be-4448-a868-e6844d432b43,sandwich building components and lightweight building components
5413,a2275f0e-60b3-40ff-abb2-3fd7052ad553,semi-finished products made of glass fibre reinforced plastic (gap)
5414,60414c7c-5aec-48e9-a23c-02f7f839b1cc,elector-abolishing of titanic
5415,63bc1f74-69ce-4fdd-b799-54bd3eb2addb,chemical recurring
5416,fbfa5f52-2f60-4553-aeb4-6b40372d0fe1,foundry products
5417,b347383a-39ad-401d-b7f0-019da7eaf7a3,"flow rate measurement devices, digital"
5418,9ade6d7c-66ca-41f9-98e1-e946087b8e5c,mass flow peter
5419,fd2d2273-6005-4eae-b5bb-fdb2de74d08c,"measurement, control and regulating technology"
5420,71f5f83e-4d20-4304-b733-6162877ec879,doing systems for medicinal products
5421,9b62c9ef-8d5f-46db-8694-0a83ea3650e4,contract filling for pharmaceutical products
5422,d619350f-5c01-44ee-8765-182a16826bc5,primary packing material for the pharmaceutical industry
5423,3832d0ae-81c2-4cbc-a0fe-f98800e2f6a1,brown glass bottles
5424,8b7bb0e8-1c49-4440-9cca-c859861b2966,polyethylene bottles
5425,275ce97d-2aae-4cda-8819-abbcaa9ee066,project-specific primary packing materials
5426,04ef57ae-82cf-432f-9774-d459a18120c0,development for preservation-free cosmetic
5427,b013e495-e190-4072-b5bf-7722ba093b68,glass-to-metal seals
5428,6272e7b3-bfd6-4df9-ad8c-19c20992c8a2,induration material
5429,0aac4e5f-a7ea-4cb4-bf4b-c4a38fea91f3,finished cast components
5430,13323297-186b-4662-9773-9533381ebab7,finished casting
5431,7187923e-051d-455e-b384-fca28ed69c87,paint shops and drying systems
5432,044aa43c-0eb5-4862-bac1-7e7419f81a6d,glass finishing
5433,5c03f892-a2d6-4a59-bf16-0ab316d7fa8c,cleaning systems
5434,f7294915-0564-4cfd-8a5c-8469357600d8,plastic coating systems
5435,d097c21a-a0d9-4f84-8776-1a30bfb88b97,screw caps
5436,25efed1e-dd47-41b0-85a9-e4b4001a83df,glass tableware service provider
5437,b3932a6f-3f3c-4154-af1c-aca509303a0b,specialist glass bottles
5438,a96bb125-06df-4f6f-9b58-b9e4ad30198f,glass articles for pharmaceutical use
5439,e9ebcf3d-4ddc-4793-8779-9d71726a8074,works with crane trunks
5440,824ecbaf-3b54-4313-a817-dd822a14aca5,coloured glasses
5441,938c20ca-7313-42e0-a97b-5b3f3d2b9e68,light glasses
5442,71f6f599-6593-4c6e-9039-fd965da98474,crystals for furnishing
5443,45c51a66-6d94-4f1d-8800-4190c66afb3d,crystal work
5444,51317d14-1c48-4ef5-a0f8-ff4d8d1ffcd8,artistic window panes for churches
5445,3664e528-af31-4cbd-9a59-0976b67bc278,recipients for oil and vinegar
5446,911310dd-16a6-4999-8758-787c4489a662,glass oil bottles
5447,bcde7229-895e-4be2-a360-ec3a0d318edd,glass wine bottles
5448,903b2df8-1427-493c-abfd-84753a7f14a2,glass for furniture
5449,3df7d9cc-9663-4d56-b801-2de4441d5c5d,glass display cabinet
5450,5845d391-0855-409a-bd2a-3336572cc606,artistic ceramics
5451,0998e877-c16f-468e-a6e4-be174ed1e297,hidden sound devices
5452,7cab589b-3ab5-4a09-a699-abc5e8c95e29,machines for ophthalmic glass
5453,332ecb8a-9300-4323-8387-f5b042bb2ad3,optical and ophthalmic equipment
5454,4eaccea2-9e8c-4345-8f9e-44930c641218,shop window art workshops
5455,f7420787-58da-4ea8-a7e6-53dbd8db6fb4,leaded windows
5456,6897d716-b01b-4234-a88d-af0cd8d915a1,glass distribution
5457,76b217f5-0c3e-4fae-b0c6-be9d7728f2f5,glass ceramics
5458,aa478fd3-ede7-4d2e-9e91-4e1f6e2e4c24,lowered hand tools
5459,932c8394-8a8f-493f-b2a0-7465def8e212,ceramics for technical applications
5460,23f05017-8c83-4bdc-ba24-8c3046618886,chromic plain bearings
5461,96501823-ba3e-4519-9ebd-87a2ceb72664,architecture and design
5462,047f368c-635d-4224-b107-eb254d354d1a,the scent of concrete
5463,c90c7669-31cf-4269-8b24-5f540e801f90,cosmetic brushes
5464,bdd55744-904d-443f-b958-28495d4f62e4,brushes for cleaning buildings
